# Average of five wafer location %T measurements on ND-3
3220	2.7295E-06
3225	2.76018E-06
3230	2.84018E-06
3235	2.84059E-06
3240	2.85984E-06
3245	2.87969E-06
3250	2.77968E-06
3255	2.82223E-06
3260	2.77289E-06
3265	2.73739E-06
3270	2.73452E-06
3275	2.7332E-06
3280	2.63232E-06
3285	2.65471E-06
3290	2.56557E-06
3295	2.59436E-06
3300	2.54085E-06
3305	2.56778E-06
3310	2.56616E-06
3315	2.57291E-06
3320	2.61012E-06
3325	2.56701E-06
3330	2.61897E-06
3335	2.63709E-06
3340	2.65295E-06
3345	2.70722E-06
3350	2.76332E-06
3355	2.78247E-06
3360	2.82846E-06
3365	2.89724E-06
3370	2.95643E-06
3375	3.1082E-06
3380	3.20035E-06
3385	3.21516E-06
3390	3.30329E-06
3395	3.4879E-06
3400	3.5406E-06
3405	3.75674E-06
3410	3.77527E-06
3415	3.93012E-06
3420	4.08107E-06
3425	4.18628E-06
3430	4.30613E-06
3435	4.5634E-06
3440	4.69876E-06
3445	4.87151E-06
3450	4.92648E-06
3455	5.16841E-06
3460	5.26554E-06
3465	5.36466E-06
3470	5.58795E-06
3475	5.7138E-06
3480	5.88526E-06
3485	5.95458E-06
3490	6.19261E-06
3495	6.07835E-06
3500	6.3342E-06
3505	6.43924E-06
3510	6.52394E-06
3515	6.58677E-06
3520	6.64352E-06
3525	6.70325E-06
3530	6.76921E-06
3535	6.75967E-06
3540	6.77536E-06
3545	6.78674E-06
3550	6.78561E-06
3555	6.79907E-06
3560	6.80216E-06
3565	6.78748E-06
3570	6.76915E-06
3575	6.7698E-06
3580	6.72876E-06
3585	6.70826E-06
3590	6.6647E-06
3595	6.64878E-06
3600	6.64908E-06
3605	6.5983E-06
3610	6.63159E-06
3615	6.55837E-06
3620	6.58481E-06
3625	6.54341E-06
3630	6.52842E-06
3635	6.52446E-06
3640	6.56369E-06
3645	6.5397E-06
3650	6.53176E-06
3655	6.54159E-06
3660	6.52896E-06
3665	6.60092E-06
3670	6.59996E-06
3675	6.65014E-06
3680	6.6625E-06
3685	6.70965E-06
3690	6.74385E-06
3695	6.78813E-06
3700	6.83465E-06
3705	6.91912E-06
3710	6.94709E-06
3715	7.0401E-06
3720	7.0974E-06
3725	7.19586E-06
3730	7.24402E-06
3735	7.32685E-06
3740	7.47947E-06
3745	7.52186E-06
3750	7.61562E-06
3755	7.70614E-06
3760	7.80045E-06
3765	7.90884E-06
3770	8.04169E-06
3775	8.13294E-06
3780	8.23854E-06
3785	8.36349E-06
3790	8.46737E-06
3795	8.58144E-06
3800	8.655E-06
3805	8.77765E-06
3810	8.89214E-06
3815	8.99739E-06
3820	9.08584E-06
3825	9.19147E-06
3830	9.31072E-06
3835	9.36725E-06
3840	9.42962E-06
3845	9.53155E-06
3850	9.61081E-06
3855	9.63542E-06
3860	9.65196E-06
3865	9.68891E-06
3870	9.74939E-06
3875	9.73675E-06
3880	9.77691E-06
3885	9.74596E-06
3890	9.72395E-06
3895	9.72228E-06
3900	9.66296E-06
3905	9.6461E-06
3910	9.58705E-06
3915	9.50938E-06
3920	9.41139E-06
