# wavelength, f_lambda
2.2900e+02,0.0000e+00
2.3400e+02,0.0000e+00
2.4300e+02,0.0000e+00
2.5200e+02,0.0000e+00
2.5600e+02,0.0000e+00
2.6000e+02,0.0000e+00
2.6600e+02,0.0000e+00
2.7500e+02,0.0000e+00
2.8300e+02,0.0000e+00
2.9300e+02,0.0000e+00
3.0100e+02,0.0000e+00
3.0900e+02,0.0000e+00
3.2500e+02,0.0000e+00
3.4200e+02,0.0000e+00
3.5100e+02,0.0000e+00
3.5600e+02,0.0000e+00
3.6500e+02,0.0000e+00
3.7500e+02,0.0000e+00
3.8400e+02,0.0000e+00
4.0000e+02,0.0000e+00
4.1500e+02,0.0000e+00
4.2500e+02,0.0000e+00
4.4500e+02,0.0000e+00
4.7200e+02,0.0000e+00
4.9400e+02,0.0000e+00
5.0600e+02,2.0156e-24
5.1600e+02,4.2702e-24
5.4000e+02,2.2623e-23
5.6400e+02,1.0566e-22
5.8700e+02,4.2101e-22
6.1200e+02,1.7294e-21
6.4000e+02,7.5547e-21
6.7100e+02,3.4431e-20
7.0500e+02,1.5845e-19
7.3600e+02,5.6863e-19
7.7000e+02,2.0593e-18
8.1000e+02,8.1488e-18
8.5000e+02,2.8235e-17
8.9000e+02,8.6980e-17
9.2000e+02,1.1588e-14
9.4000e+02,4.9374e-14
9.6200e+02,8.3331e-14
9.8700e+02,1.4955e-13
1.0120e+03,2.1714e-13
1.0370e+03,2.9620e-13
1.0620e+03,4.4789e-13
1.0870e+03,6.1521e-13
1.1120e+03,1.7086e-11
1.1200e+03,1.8843e-11
1.1400e+03,1.7303e-11
1.1600e+03,1.6305e-11
1.1800e+03,9.4247e-12
1.2000e+03,4.6763e-12
1.2200e+03,4.4308e-12
1.2400e+03,7.7368e-11
1.2600e+03,3.4218e-10
1.2800e+03,1.5918e-09
1.3000e+03,2.4868e-09
1.3200e+03,3.7934e-09
1.3400e+03,4.4883e-09
1.3600e+03,4.5655e-09
1.3800e+03,5.0030e-09
1.4000e+03,5.2700e-09
1.4200e+03,5.8895e-09
1.4400e+03,6.0527e-09
1.4600e+03,6.7483e-09
1.4800e+03,6.4235e-09
1.5000e+03,7.4822e-09
1.5200e+03,7.5300e-09
1.5400e+03,7.6633e-09
1.5600e+03,7.4440e-09
1.5800e+03,7.2907e-09
1.6000e+03,7.0048e-09
1.6200e+03,6.5007e-09
1.6400e+03,6.2898e-09
1.6600e+03,5.8523e-09
1.6800e+03,6.3481e-09
1.7000e+03,6.2421e-09
1.7200e+03,6.1565e-09
1.7400e+03,6.2231e-09
1.7600e+03,6.2708e-09
1.7800e+03,6.3375e-09
1.8000e+03,6.4041e-09
1.8200e+03,6.2042e-09
1.8400e+03,6.0898e-09
1.8600e+03,6.1565e-09
1.8800e+03,6.0705e-09
1.9000e+03,5.8523e-09
1.9200e+03,5.7190e-09
1.9400e+03,5.6225e-09
1.9600e+03,5.4892e-09
1.9800e+03,5.2517e-09
2.0000e+03,5.0223e-09
2.0025e+03,5.0019e-09
2.0050e+03,4.9819e-09
2.0075e+03,4.9618e-09
2.0100e+03,4.9418e-09
2.0125e+03,4.9214e-09
2.0150e+03,4.9014e-09
2.0175e+03,4.8813e-09
2.0200e+03,4.8609e-09
2.0225e+03,4.8529e-09
2.0250e+03,4.8445e-09
2.0275e+03,4.8362e-09
2.0300e+03,4.8278e-09
2.0325e+03,4.8194e-09
2.0350e+03,4.8110e-09
2.0375e+03,4.8027e-09
2.0400e+03,4.7943e-09
2.0425e+03,4.7812e-09
2.0450e+03,4.7681e-09
2.0475e+03,4.7546e-09
2.0500e+03,4.7415e-09
2.0525e+03,4.7284e-09
2.0550e+03,4.7149e-09
2.0575e+03,4.7018e-09
2.0600e+03,4.6887e-09
2.0625e+03,4.6814e-09
2.0650e+03,4.6744e-09
2.0675e+03,4.6675e-09
2.0700e+03,4.6606e-09
2.0725e+03,4.6533e-09
2.0750e+03,4.6464e-09
2.0775e+03,4.6395e-09
2.0800e+03,4.6322e-09
2.0825e+03,4.6264e-09
2.0850e+03,4.6205e-09
2.0875e+03,4.6144e-09
2.0900e+03,4.6085e-09
2.0925e+03,4.6023e-09
2.0950e+03,4.5965e-09
2.0975e+03,4.5907e-09
2.1000e+03,4.5845e-09
2.1025e+03,4.5583e-09
2.1050e+03,4.5320e-09
2.1075e+03,4.5058e-09
2.1100e+03,4.4792e-09
2.1125e+03,4.4530e-09
2.1150e+03,4.4268e-09
2.1175e+03,4.4002e-09
2.1200e+03,4.3740e-09
2.1225e+03,4.3561e-09
2.1250e+03,4.3386e-09
2.1275e+03,4.3208e-09
2.1300e+03,4.3029e-09
2.1325e+03,4.2851e-09
2.1350e+03,4.2676e-09
2.1375e+03,4.2498e-09
2.1400e+03,4.2319e-09
2.1425e+03,4.2403e-09
2.1450e+03,4.2487e-09
2.1475e+03,4.2570e-09
2.1500e+03,4.2654e-09
2.1525e+03,4.2738e-09
2.1550e+03,4.2822e-09
2.1575e+03,4.2902e-09
2.1600e+03,4.2986e-09
2.1625e+03,4.2785e-09
2.1650e+03,4.2578e-09
2.1675e+03,4.2377e-09
2.1700e+03,4.2173e-09
2.1725e+03,4.1970e-09
2.1750e+03,4.1766e-09
2.1775e+03,4.1562e-09
2.1800e+03,4.1358e-09
2.1825e+03,4.1263e-09
2.1850e+03,4.1168e-09
2.1875e+03,4.1074e-09
2.1900e+03,4.0979e-09
2.1925e+03,4.0888e-09
2.1950e+03,4.0793e-09
2.1975e+03,4.0698e-09
2.2000e+03,4.0604e-09
2.2025e+03,4.0447e-09
2.2050e+03,4.0290e-09
2.2075e+03,4.0137e-09
2.2100e+03,3.9981e-09
2.2125e+03,3.9824e-09
2.2150e+03,3.9668e-09
2.2175e+03,3.9511e-09
2.2200e+03,3.9354e-09
2.2225e+03,3.9354e-09
2.2250e+03,3.9354e-09
2.2275e+03,3.9354e-09
2.2300e+03,3.9354e-09
2.2325e+03,3.9354e-09
2.2350e+03,3.9354e-09
2.2375e+03,3.9354e-09
2.2400e+03,3.9354e-09
2.2425e+03,3.9096e-09
2.2450e+03,3.8834e-09
2.2475e+03,3.8571e-09
2.2500e+03,3.8313e-09
2.2525e+03,3.8050e-09
2.2550e+03,3.7792e-09
2.2575e+03,3.7530e-09
2.2600e+03,3.7267e-09
2.2625e+03,3.7424e-09
2.2650e+03,3.7577e-09
2.2675e+03,3.7734e-09
2.2700e+03,3.7887e-09
2.2725e+03,3.8043e-09
2.2750e+03,3.8196e-09
2.2775e+03,3.8353e-09
2.2800e+03,3.8506e-09
2.2825e+03,3.8426e-09
2.2850e+03,3.8342e-09
2.2875e+03,3.8258e-09
2.2900e+03,3.8174e-09
2.2925e+03,3.8091e-09
2.2950e+03,3.8007e-09
2.2975e+03,3.7923e-09
2.3000e+03,3.7839e-09
2.3025e+03,3.7781e-09
2.3050e+03,3.7719e-09
2.3075e+03,3.7657e-09
2.3100e+03,3.7595e-09
2.3125e+03,3.7537e-09
2.3150e+03,3.7475e-09
2.3175e+03,3.7413e-09
2.3200e+03,3.7355e-09
2.3225e+03,3.7176e-09
2.3250e+03,3.6998e-09
2.3275e+03,3.6819e-09
2.3300e+03,3.6637e-09
2.3325e+03,3.6459e-09
2.3350e+03,3.6282e-09
2.3375e+03,3.6103e-09
2.3400e+03,3.5924e-09
2.3425e+03,3.5914e-09
2.3450e+03,3.5903e-09
2.3475e+03,3.5892e-09
2.3500e+03,3.5882e-09
2.3525e+03,3.5871e-09
2.3550e+03,3.5860e-09
2.3575e+03,3.5849e-09
2.3600e+03,3.5839e-09
2.3625e+03,3.5635e-09
2.3650e+03,3.5431e-09
2.3675e+03,3.5227e-09
2.3700e+03,3.5023e-09
2.3725e+03,3.4820e-09
2.3750e+03,3.4616e-09
2.3775e+03,3.4412e-09
2.3800e+03,3.4209e-09
2.3825e+03,3.4174e-09
2.3850e+03,3.4139e-09
