# # wavelength, f_lambda
4.706330000000000291e+04,1.391647766044889904e-15
4.707540000000000146e+04,1.395342573684909154e-15
4.708750000000000000e+04,1.399046921248230868e-15
4.709959999999999854e+04,1.402733764422359491e-15
4.711170000000000437e+04,1.406443650108950335e-15
4.712379999999999563e+04,1.410149540960977271e-15
4.713590000000000146e+04,1.413851441663774136e-15
4.714800000000000000e+04,1.417549356896218334e-15
4.716009999999999854e+04,1.421256770752682102e-15
4.717220000000000437e+04,1.424973667156412511e-15
4.718429999999999563e+04,1.428686564457366817e-15
4.719640000000000146e+04,1.432395467340552073e-15
4.720850000000000728e+04,1.436113832281380886e-15
4.722059999999999854e+04,1.439828198369106300e-15
4.723270000000000437e+04,1.443552008301443228e-15
4.724479999999999563e+04,1.447271814972547459e-15
4.725690000000000146e+04,1.450987623066972645e-15
4.726900000000000000e+04,1.454712854647580931e-15
4.728109999999999854e+04,1.458434083268150318e-15
4.729320000000000437e+04,1.462164717266615321e-15
4.730529999999999563e+04,1.465891343948653908e-15
4.731740000000000146e+04,1.469627357948296106e-15
4.732950000000000000e+04,1.473359360301982325e-15
4.734159999999999854e+04,1.477087355696575805e-15
4.735369999999999709e+04,1.480824718241714839e-15
4.736580000000000291e+04,1.484558069522593568e-15
4.737790000000000146e+04,1.488287414222495185e-15
4.739000000000000000e+04,1.492026105973780965e-15
4.740210000000000582e+04,1.495760786863147393e-15
4.741419999999999709e+04,1.499504796902764190e-15
4.742630000000000291e+04,1.503244791826023544e-15
4.743839999999999418e+04,1.506980776315401246e-15
4.745050000000000000e+04,1.510726069983976179e-15
4.746260000000000582e+04,1.514467348988190850e-15
4.747469999999999709e+04,1.518217919372899782e-15
4.748680000000000291e+04,1.521964470889043842e-15
4.749889999999999418e+04,1.525707008218173488e-15
4.751100000000000000e+04,1.529458817083847300e-15
4.752309999999999854e+04,1.533206607581998087e-15
4.753519999999999709e+04,1.536950384390468465e-15
4.754730000000000291e+04,1.540703412958020477e-15
4.755940000000000146e+04,1.544439169648348151e-15
4.757150000000000000e+04,1.548197421227366854e-15
4.758359999999999854e+04,1.551951650823600962e-15
4.759570000000000437e+04,1.555701863113814520e-15
4.760779999999999563e+04,1.559448062768382788e-15
4.761990000000000146e+04,1.563203474825402604e-15
4.763200000000000000e+04,1.566954870136567267e-15
4.764409999999999854e+04,1.570702253368489365e-15
4.765620000000000437e+04,1.574458829423116830e-15
4.766829999999999563e+04,1.578211389311466235e-15
4.768040000000000146e+04,1.581959937696369552e-15
4.769250000000000728e+04,1.585717659389560978e-15
4.770459999999999854e+04,1.589471365515316012e-15
4.771670000000000437e+04,1.593221060732671219e-15
4.772879999999999563e+04,1.596979909808941029e-15
4.774090000000000146e+04,1.600734743935735736e-15
4.775300000000000000e+04,1.604485567768279934e-15
4.776509999999999854e+04,1.608232385955458141e-15
4.777720000000000437e+04,1.611988336604625610e-15
4.778929999999999563e+04,1.615740277587597532e-15
4.780140000000000146e+04,1.619501333719679287e-15
4.781350000000000000e+04,1.623245262659425795e-15
4.782559999999999854e+04,1.626998302750115372e-15
4.783769999999999709e+04,1.630760438728954588e-15
4.784980000000000291e+04,1.634505468073832447e-15
4.786190000000000146e+04,1.638259589331228372e-15
4.787400000000000000e+04,1.642009706872318253e-15
4.788610000000000582e+04,1.645755825328184385e-15
4.789819999999999709e+04,1.649511016516958094e-15
4.791030000000000291e+04,1.653262204664720473e-15
4.792239999999999418e+04,1.657009394398707726e-15
4.793450000000000000e+04,1.660752590339868044e-15
4.794660000000000582e+04,1.664504837928011123e-15
4.795869999999999709e+04,1.668253087787261014e-15
4.797080000000000291e+04,1.671997344534714887e-15
4.798289999999999418e+04,1.675737612781209710e-15
4.799500000000000000e+04,1.679486911667980875e-15
4.800709999999999854e+04,1.683232218137318294e-15
4.801919999999999709e+04,1.686973536796203772e-15
4.803130000000000291e+04,1.690710872245374096e-15
4.804340000000000146e+04,1.694457217406926675e-15
4.805550000000000000e+04,1.698186593674066726e-15
4.806759999999999854e+04,1.701924975754023373e-15
4.807970000000000437e+04,1.705659379909870772e-15
4.809179999999999563e+04,1.709402772923678282e-15
4.810390000000000146e+04,1.713129228458284200e-15
4.811600000000000000e+04,1.716864668970641046e-15
4.812809999999999854e+04,1.720596136843740202e-15
4.814020000000000437e+04,1.724323636651995549e-15
4.815229999999999563e+04,1.728060102609526732e-15
4.816440000000000146e+04,1.731779673490980252e-15
4.817650000000000728e+04,1.735508206658182271e-15
4.818859999999999854e+04,1.739232777029645191e-15
4.820070000000000437e+04,1.742953389163604144e-15
4.821279999999999563e+04,1.746670047612140948e-15
4.822490000000000146e+04,1.750395647666603873e-15
4.823700000000000000e+04,1.754117290188695024e-15
4.824909999999999854e+04,1.757822101909083476e-15
4.826120000000000437e+04,1.761548720822685123e-15
4.827329999999999563e+04,1.765258518012715692e-15
4.828540000000000146e+04,1.768964375826654497e-15
4.829750000000000000e+04,1.772666298788281196e-15
4.830959999999999854e+04,1.776377136998279738e-15
4.832169999999999709e+04,1.780084036520450103e-15
4.833380000000000291e+04,1.783787001874796857e-15
4.834590000000000146e+04,1.787473211274926276e-15
4.835800000000000000e+04,1.791181148129606296e-15
4.837010000000000582e+04,1.794872338039672257e-15
4.838219999999999709e+04,1.798559611801145218e-15
4.839430000000000291e+04,1.802255774561198285e-15
4.840639999999999418e+04,1.805935223089733074e-15
4.841850000000000000e+04,1.809623556790279355e-15
4.843060000000000582e+04,1.813307979491260687e-15
4.844269999999999709e+04,1.816988495672585808e-15
4.845480000000000291e+04,1.820665109808139713e-15
4.846689999999999418e+04,1.824337826365797460e-15
4.847900000000000000e+04,1.828019405774728245e-15
4.849109999999999854e+04,1.831684334191004430e-15
4.850319999999999709e+04,1.835345378401788492e-15
4.851530000000000291e+04,1.839015279736956416e-15
4.852740000000000146e+04,1.842681293046629293e-15
4.853950000000000000e+04,1.846330698588197371e-15
4.855159999999999854e+04,1.849988955521067972e-15
4.856370000000000437e+04,1.853643337744531569e-15
4.857579999999999563e+04,1.857293849686962588e-15
4.858790000000000146e+04,1.860940495770795726e-15
4.860000000000000000e+04,1.864583280412538576e-15
4.860730000000000291e+04,1.864645011416859413e-15
4.861459999999999854e+04,1.866888425172878609e-15
4.862190000000000146e+04,1.869117726581071614e-15
4.862930000000000291e+04,1.871388617930727991e-15
4.863660000000000582e+04,1.873627725230055952e-15
4.864390000000000146e+04,1.875865404245747102e-15
4.865120000000000437e+04,1.878101655961096443e-15
4.865850000000000000e+04,1.880349143386601987e-15
4.866579999999999563e+04,1.882582539649589417e-15
4.867309999999999854e+04,1.884827165991990635e-15
4.868050000000000000e+04,1.887100560256993267e-15
4.868780000000000291e+04,1.889354953023871996e-15
4.869509999999999854e+04,1.891595266224656735e-15
4.870240000000000146e+04,1.893846790639528337e-15
4.870969999999999709e+04,1.896096880462927595e-15
4.871700000000000000e+04,1.898345536681228435e-15
4.872440000000000146e+04,1.900635470088617166e-15
4.873169999999999709e+04,1.902893862889587377e-15
4.873900000000000000e+04,1.905150817492286573e-15
4.874629999999999563e+04,1.907406334884993778e-15
4.875359999999999854e+04,1.909673028733623025e-15
4.876089999999999418e+04,1.911938279794014589e-15
4.876820000000000437e+04,1.914202089057143430e-15
4.877559999999999854e+04,1.916494403139236971e-15
4.878290000000000146e+04,1.918717519774511406e-15
4.879019999999999709e+04,1.920851063871538270e-15
4.879749999999999272e+04,1.922970655494900612e-15
4.880480000000000291e+04,1.925101479336880952e-15
4.881210000000000582e+04,1.927230942570284931e-15
4.881940000000000146e+04,1.929371624831855220e-15
4.882679999999999563e+04,1.931540753824830446e-15
4.883409999999999854e+04,1.933678685650217553e-15
4.884140000000000146e+04,1.935815253102657028e-15
4.884870000000000437e+04,1.937963020735757834e-15
4.885600000000000000e+04,1.940109418360350627e-15
4.886330000000000291e+04,1.942254446916769439e-15
4.887059999999999854e+04,1.944398107344592180e-15
4.887800000000000728e+04,1.946570081373263639e-15
4.888530000000000291e+04,1.948723534358980301e-15
4.889259999999999854e+04,1.950863073486093635e-15
4.889990000000000146e+04,1.953013785571360383e-15
4.890719999999999709e+04,1.955175660323317742e-15
4.891450000000000000e+04,1.957323627783233960e-15
4.892190000000000146e+04,1.959512319806494925e-15
4.892920000000000437e+04,1.961670049929976934e-15
4.893650000000000000e+04,1.963826405441665925e-15
4.894380000000000291e+04,1.965981387283611308e-15
4.895109999999999854e+04,1.968147507505650904e-15
4.895839999999999418e+04,1.970312248478398002e-15
4.896569999999999709e+04,1.972475611146637782e-15
4.897309999999999854e+04,1.974667031901577947e-15
4.898040000000000146e+04,1.976840118139451015e-15
4.898769999999999709e+04,1.979011821467513459e-15
4.899500000000000000e+04,1.981182142832500916e-15
4.900229999999999563e+04,1.983351083180393296e-15
4.900960000000000582e+04,1.985518643456408468e-15
4.901690000000000146e+04,1.987697302146421920e-15
4.902429999999999563e+04,1.989903878642923317e-15
4.903159999999999854e+04,1.992079748241854129e-15
4.903889999999999418e+04,1.994266700482177979e-15
4.904620000000000437e+04,1.996439799902621621e-15
4.905350000000000000e+04,1.998623976438424552e-15
4.906080000000000291e+04,2.000806764690939735e-15
4.906819999999999709e+04,2.003017355913523449e-15
4.907549999999999272e+04,2.005209799424780904e-15
4.908280000000000291e+04,2.007400850105812757e-15
4.909010000000000582e+04,2.009590508908368253e-15
4.909740000000000146e+04,2.011778776783431045e-15
4.910470000000000437e+04,2.013978087642432376e-15
4.911200000000000000e+04,2.016163572816620916e-15
4.911940000000000146e+04,2.018389153876079695e-15
4.912670000000000437e+04,2.020596685064932268e-15
4.913400000000000000e+04,2.022790397185252591e-15
4.914130000000000291e+04,2.024995131157256245e-15
4.914859999999999854e+04,2.027186055347604095e-15
4.915590000000000146e+04,2.029387995918244343e-15
4.916319999999999709e+04,2.031600942765469785e-15
4.917059999999999854e+04,2.033829012936338626e-15
4.917790000000000146e+04,2.036039138566832222e-15
4.918519999999999709e+04,2.038247862596687849e-15
4.919250000000000000e+04,2.040467574601243676e-15
4.919979999999999563e+04,2.042673494620541221e-15
4.920709999999999854e+04,2.044890397175124509e-15
4.921439999999999418e+04,2.047105894603949816e-15
4.922180000000000291e+04,2.049348782618280111e-15
4.922909999999999854e+04,2.051573824110259983e-15
4.923640000000000146e+04,2.053785089486907006e-15
4.924369999999999709e+04,2.056007316449810130e-15
4.925099999999999272e+04,2.058228135753088686e-15
4.925830000000000291e+04,2.060459903899274350e-15
4.926569999999999709e+04,2.062706588915282894e-15
4.927300000000000000e+04,2.064935516766390126e-15
4.928029999999999563e+04,2.067163033486665110e-15
4.928759999999999854e+04,2.069401480894811424e-15
4.929490000000000146e+04,2.071626174579509526e-15
4.930220000000000437e+04,2.073861793564526979e-15
4.930950000000000000e+04,2.076095997954837360e-15
4.931689999999999418e+04,2.078357338852551522e-15
4.932419999999999709e+04,2.080601020744869820e-15
4.933150000000000728e+04,2.082843283646783999e-15
4.933880000000000291e+04,2.085084128523194796e-15
4.934609999999999854e+04,2.087323556338233023e-15
4.935340000000000146e+04,2.089561568055259560e-15
4.936069999999999709e+04,2.091761251637287973e-15
4.936810000000000582e+04,2.093901857259868399e-15
4.937540000000000146e+04,2.096000387945097084e-15
4.938270000000000437e+04,2.098109879720002608e-15
4.939000000000000000e+04,2.100218032850994979e-15
4.939730000000000291e+04,2.102337134355145143e-15
4.940459999999999854e+04,2.104442609298431542e-15
4.941200000000000000e+04,2.106489106689045272e-15
4.941930000000000291e+04,2.108469166270512824e-15
4.942659999999999854e+04,2.110435692724509833e-15
4.943390000000000146e+04,2.112413233622887641e-15
4.944119999999999709e+04,2.114389514653369112e-15
4.944850000000000000e+04,2.116364536673231479e-15
4.945579999999999563e+04,2.118350557597041425e-15
4.946319999999999709e+04,2.120351247392563064e-15
4.947050000000000000e+04,2.122334726123803212e-15
4.947779999999999563e+04,2.124316942051333716e-15
4.948509999999999854e+04,2.126297896033810345e-15
4.949239999999999418e+04,2.128277588929210446e-15
4.949970000000000437e+04,2.130256021594823876e-15
4.950700000000000000e+04,2.132245426605912073e-15
4.951440000000000146e+04,2.134261629425976484e-15
4.952169999999999709e+04,2.136248486268951623e-15
4.952900000000000000e+04,2.138234079113072337e-15
4.953630000000000291e+04,2.140218408816993605e-15
4.954360000000000582e+04,2.142213689891812343e-15
4.955090000000000146e+04,2.144195492290124381e-15
4.955820000000000437e+04,2.146188240579521473e-15
4.956559999999999854e+04,2.148207662389573161e-15
4.957290000000000146e+04,2.150210059421978615e-15
4.958020000000000437e+04,2.152198988472500161e-15
4.958750000000000000e+04,2.154198845250203792e-15
4.959480000000000291e+04,2.156197431398133958e-15
4.960209999999999854e+04,2.158194747778316836e-15
4.960950000000000728e+04,2.160218630160316332e-15
4.961680000000000291e+04,2.162213392076528684e-15
4.962409999999999854e+04,2.164219060878196704e-15
4.963140000000000146e+04,2.166223456203280791e-15
4.963869999999999709e+04,2.168226578915118603e-15
4.964600000000000000e+04,2.170228429876361881e-15
4.965329999999999563e+04,2.172229009948980794e-15
4.966070000000000437e+04,2.174268188154964840e-15
4.966800000000000000e+04,2.176278360531047587e-15
4.967530000000000291e+04,2.178275108493865010e-15
4.968259999999999854e+04,2.180282734431037919e-15
4.968990000000000146e+04,2.182301228496122431e-15
4.969719999999999709e+04,2.184306304307638145e-15
4.970449999999999272e+04,2.186322242841173256e-15
4.971190000000000146e+04,2.188364492339022189e-15
4.971919999999999709e+04,2.190377857743952373e-15
4.972650000000000000e+04,2.192389946639805286e-15
4.973379999999999563e+04,2.194412880303364320e-15
4.974109999999999854e+04,2.196422415214635505e-15
4.974840000000000146e+04,2.198442789507770294e-15
4.975570000000000437e+04,2.200461883636348140e-15
4.976309999999999854e+04,2.202507165049312175e-15
4.977039999999999418e+04,2.204523683987401480e-15
4.977769999999999709e+04,2.206551024412002550e-15
4.978500000000000728e+04,2.208577081047176781e-15
4.979230000000000291e+04,2.210601854760676689e-15
4.979959999999999854e+04,2.212625346419566513e-15
4.980700000000000000e+04,2.214674918421318200e-15
4.981429999999999563e+04,2.216695831133813874e-15
4.982160000000000582e+04,2.218727542131835177e-15
4.982890000000000146e+04,2.220757967471351126e-15
4.983620000000000437e+04,2.222787108020656977e-15
4.984350000000000000e+04,2.224814964647365617e-15
4.985080000000000291e+04,2.226853601804785589e-15
4.985820000000000437e+04,2.228906128808172053e-15
4.986550000000000000e+04,2.230942174408771157e-15
4.987280000000000291e+04,2.232976932505269994e-15
4.988009999999999854e+04,2.235010403966496693e-15
4.988740000000000146e+04,2.237054635552515701e-15
4.989469999999999709e+04,2.239085532822365523e-15
4.990200000000000000e+04,2.241127184905194605e-15
4.990940000000000146e+04,2.243194663654544103e-15
4.991669999999999709e+04,2.245233718775922287e-15
4.992400000000000000e+04,2.247271485440258202e-15
4.993129999999999563e+04,2.249319989235756324e-15
4.993859999999999854e+04,2.251367199280277871e-15
4.994589999999999418e+04,2.253401098755198882e-15
4.995330000000000291e+04,2.255484753737843902e-15
4.996059999999999854e+04,2.257528070365906204e-15
4.996790000000000146e+04,2.259570096738282354e-15
4.997519999999999709e+04,2.261622837327064471e-15
4.998250000000000000e+04,2.263674282385730321e-15
4.998980000000000291e+04,2.265724432786668557e-15
4.999710000000000582e+04,2.267773289401581129e-15
5.000450000000000000e+04,2.269643921082729363e-15
5.001179999999999563e+04,2.271366611791520359e-15
5.001909999999999854e+04,2.273076217678999777e-15
5.002640000000000146e+04,2.274796708070711684e-15
5.003370000000000437e+04,2.276516097670752567e-15
5.004100000000000000e+04,2.278234387222872714e-15
5.004830000000000291e+04,2.279951577470232741e-15
5.005569999999999709e+04,2.281694447725824247e-15
5.006300000000000728e+04,2.283409425601399813e-15
5.007030000000000291e+04,2.285135264457409594e-15
5.007759999999999854e+04,2.286848045451284872e-15
5.008490000000000146e+04,2.288571681937511925e-15
5.009219999999999709e+04,2.290294216611660991e-15
5.009950000000000000e+04,2.292015650217358900e-15
5.010690000000000146e+04,2.293762649894412879e-15
5.011420000000000437e+04,2.295481867628773691e-15
5.012150000000000000e+04,2.297211920163020629e-15
5.012880000000000291e+04,2.298940867657194815e-15
5.013609999999999854e+04,2.300656784175448250e-15
5.014340000000000146e+04,2.302383527297020871e-15
5.015080000000000291e+04,2.304135737967647378e-15
5.015809999999999854e+04,2.305860260270457721e-15
5.016540000000000146e+04,2.307583681262613734e-15
5.017269999999999709e+04,2.309317910973317297e-15
5.018000000000000000e+04,2.311039128105739013e-15
5.018729999999999563e+04,2.312771148513035157e-15
5.019459999999999854e+04,2.314502063653414103e-15
5.020200000000000000e+04,2.316258332801042927e-15
5.020929999999999563e+04,2.317987023719987360e-15
5.021659999999999854e+04,2.319714611614316218e-15
5.022389999999999418e+04,2.321441097226778331e-15
5.023119999999999709e+04,2.323178362863110618e-15
5.023850000000000728e+04,2.324914520795926062e-15
5.024580000000000291e+04,2.326637697111045718e-15
5.025319999999999709e+04,2.328397992259238957e-15
5.026050000000000000e+04,2.330130819106384392e-15
5.026779999999999563e+04,2.331862541237555055e-15
5.027510000000000582e+04,2.333605020218686618e-15
5.028240000000000146e+04,2.335334531703151482e-15
5.028970000000000437e+04,2.337062940700878873e-15
5.029709999999999854e+04,2.338828349858243356e-15
5.030439999999999418e+04,2.340566383846144147e-15
5.031170000000000437e+04,2.342303310706468736e-15
5.031900000000000000e+04,2.344039131183369339e-15
5.032630000000000291e+04,2.345773846020403760e-15
5.033359999999999854e+04,2.347519289228977273e-15
5.034090000000000146e+04,2.349251791582975364e-15
5.034830000000000291e+04,2.351021157095340268e-15
5.035560000000000582e+04,2.352763257066047024e-15
5.036290000000000146e+04,2.354504248265053797e-15
5.037019999999999709e+04,2.356244131436892636e-15
5.037750000000000000e+04,2.357982907325510257e-15
5.038479999999999563e+04,2.359720576674271195e-15
5.039209999999999854e+04,2.361468946035930844e-15
5.039950000000000000e+04,2.363230430264265905e-15
5.040680000000000291e+04,2.364976564176797466e-15
5.041409999999999854e+04,2.366721587695547218e-15
5.042140000000000146e+04,2.368465501565413637e-15
5.042869999999999709e+04,2.370208306530713808e-15
5.043600000000000000e+04,2.371950003335181059e-15
5.044330000000000291e+04,2.373702374578284685e-15
5.045069999999999709e+04,2.375467772207228800e-15
5.045800000000000000e+04,2.377217904818922880e-15
5.046529999999999563e+04,2.378966925438093748e-15
5.047259999999999854e+04,2.380714834809993288e-15
5.047990000000000146e+04,2.382461633679288841e-15
5.048720000000000437e+04,2.384207322790069117e-15
5.049459999999999854e+04,2.385989484285884098e-15
5.050189999999999418e+04,2.387732936975230115e-15
5.050919999999999709e+04,2.389487033279205883e-15
5.051650000000000728e+04,2.391240016015063395e-15
5.052380000000000291e+04,2.392991885928390989e-15
5.053109999999999854e+04,2.394742643764195607e-15
5.053840000000000146e+04,2.396492290266898465e-15
5.054579999999999563e+04,2.398266539174772262e-15
5.055310000000000582e+04,2.400025680265526302e-15
5.056040000000000146e+04,2.401771978144052485e-15
5.056770000000000437e+04,2.403528891632486933e-15
5.057500000000000000e+04,2.405284690744603296e-15
5.058230000000000291e+04,2.407039376225727218e-15
5.058959999999999854e+04,2.408792948820606898e-15
5.059700000000000000e+04,2.410571012024993575e-15
5.060430000000000291e+04,2.412334052403528577e-15
5.061159999999999854e+04,2.413978939087089559e-15
5.061890000000000146e+04,2.415529174593791635e-15
5.062619999999999709e+04,2.417090112523205503e-15
5.063350000000000000e+04,2.418650049916946315e-15
5.064090000000000146e+04,2.420234499409111098e-15
5.064820000000000437e+04,2.421792422860007138e-15
5.065550000000000000e+04,2.423361031148212104e-15
5.066279999999999563e+04,2.424811834995717389e-15
5.067009999999999854e+04,2.426168289273564469e-15
5.067739999999999418e+04,2.427535534654944760e-15
5.068469999999999709e+04,2.428901891751556127e-15
5.069209999999999854e+04,2.430281105798570125e-15
5.069940000000000146e+04,2.431645677395990632e-15
5.070669999999999709e+04,2.433009362506801740e-15
5.071400000000000000e+04,2.434372161726935008e-15
5.072129999999999563e+04,2.435745728710999474e-15
5.072860000000000582e+04,2.437106754582121906e-15
5.073590000000000146e+04,2.438466896349013805e-15
5.074329999999999563e+04,2.439851467137798191e-15
5.075059999999999854e+04,2.441221468068025989e-15
5.075789999999999418e+04,2.442578943728377654e-15
5.076520000000000437e+04,2.443947170581910268e-15
5.077250000000000000e+04,2.445314509617526575e-15
5.077980000000000291e+04,2.446680961431297763e-15
5.078709999999999854e+04,2.448046526618832750e-15
5.079449999999999272e+04,2.449424800383143623e-15
5.080180000000000291e+04,2.450788583441744506e-15
5.080910000000000582e+04,2.452163094485761522e-15
5.081640000000000146e+04,2.453525105132491109e-15
5.082369999999999709e+04,2.454886232132988605e-15
5.083100000000000000e+04,2.456258078895814579e-15
5.083840000000000146e+04,2.457642567023176345e-15
5.084570000000000437e+04,2.459012625470482182e-15
5.085300000000000000e+04,2.460370203213634483e-15
5.086030000000000291e+04,2.461738489732901083e-15
5.086759999999999854e+04,2.463105889515351720e-15
5.087490000000000146e+04,2.464472403155320116e-15
5.088219999999999709e+04,2.465838031246683244e-15
5.088959999999999854e+04,2.467227806426430181e-15
5.089690000000000146e+04,2.468591651270506877e-15
5.090419999999999709e+04,2.469954612353720526e-15
5.091150000000000000e+04,2.471316690268090333e-15
5.091879999999999563e+04,2.472689448441621506e-15
5.092609999999999854e+04,2.474049758477805796e-15
5.093340000000000146e+04,2.475420743328313973e-15
5.094080000000000291e+04,2.476804222270206360e-15
5.094809999999999854e+04,2.478173422256913272e-15
5.095539999999999418e+04,2.479541736010927359e-15
5.096269999999999709e+04,2.480909164125305969e-15
5.097000000000000728e+04,2.482275707192645750e-15
5.097730000000000291e+04,2.483641365805084633e-15
5.098459999999999854e+04,2.485006140554297482e-15
5.099200000000000000e+04,2.486394869029395077e-15
5.099929999999999563e+04,2.487757863974658720e-15
5.100660000000000582e+04,2.489131499901229493e-15
5.101390000000000146e+04,2.490504247740264317e-15
5.102120000000000437e+04,2.491864591615789268e-15
5.102850000000000000e+04,2.493235568354941289e-15
5.103589999999999418e+04,2.494618902580984950e-15
5.104320000000000437e+04,2.495988096742747276e-15
5.105050000000000000e+04,2.497356405786474082e-15
5.105780000000000291e+04,2.498723830303476175e-15
5.106509999999999854e+04,2.500090370884605641e-15
5.107240000000000146e+04,2.501456028120256629e-15
5.107969999999999709e+04,2.502832292706150325e-15
5.108710000000000582e+04,2.504209351666840846e-15
5.109440000000000146e+04,2.505583832118323931e-15
5.110170000000000437e+04,2.506945944814194248e-15
5.110900000000000000e+04,2.508318654055242773e-15
5.111629999999999563e+04,2.509690476938057967e-15
5.112359999999999854e+04,2.511061414054040172e-15
5.113089999999999418e+04,2.512419998888091788e-15
5.113830000000000291e+04,2.513813729552253434e-15
5.114559999999999854e+04,2.515182002419810725e-15
5.115290000000000146e+04,2.516549391888930939e-15
5.116019999999999709e+04,2.517915898548719230e-15
5.116750000000000000e+04,2.519281522987821633e-15
5.117479999999999563e+04,2.520657713234930271e-15
5.118219999999999709e+04,2.522046049059933739e-15
5.118950000000000000e+04,2.523409013389263864e-15
5.119679999999999563e+04,2.524782535462436095e-15
5.120409999999999854e+04,2.526155171739436417e-15
5.121139999999999418e+04,2.527515491726633232e-15
5.121870000000000437e+04,2.528886361439336107e-15
5.122600000000000000e+04,2.530256347123385662e-15
5.123340000000000146e+04,2.531649830468116825e-15
5.124069999999999709e+04,2.533018036166070769e-15
5.124799999999999272e+04,2.534385359608910962e-15
5.125530000000000291e+04,2.535751801383987342e-15
5.126260000000000582e+04,2.537128770339080910e-15
5.126990000000000146e+04,2.538493447290402939e-15
5.127719999999999709e+04,2.539857244334681734e-15
5.128459999999999854e+04,2.541096267049233535e-15
5.129190000000000146e+04,2.542013920573432604e-15
5.129920000000000437e+04,2.542930948883268301e-15
5.130650000000000000e+04,2.543847352400979214e-15
5.131380000000000291e+04,2.544774517054794227e-15
5.132109999999999854e+04,2.545689669014906213e-15
5.132840000000000146e+04,2.546615576479209611e-15
5.133580000000000291e+04,2.547542305119065099e-15
5.134309999999999854e+04,2.548466948428707338e-15
5.135040000000000146e+04,2.549379593732830735e-15
5.135769999999999709e+04,2.550302983251475112e-15
5.136500000000000000e+04,2.551214382073340137e-15
5.137229999999999563e+04,2.552136519490458893e-15
5.137970000000000437e+04,2.553059448201265215e-15
5.138700000000000000e+04,2.553980326578738336e-15
5.139430000000000291e+04,2.554889228906424342e-15
5.140159999999999854e+04,2.555808858565032252e-15
5.140889999999999418e+04,2.556727862883873545e-15
5.141619999999999709e+04,2.557646242284390848e-15
5.142350000000000728e+04,2.558563997187702960e-15
5.143090000000000146e+04,2.559482508656568568e-15
5.143819999999999709e+04,2.560399010459822814e-15
5.144550000000000000e+04,2.561326216319016889e-15
5.145279999999999563e+04,2.562241468865303786e-15
5.146010000000000582e+04,2.563156099020832647e-15
5.146740000000000146e+04,2.564070107204759982e-15
5.147470000000000437e+04,2.564994808275674520e-15
5.148209999999999854e+04,2.565920224794176379e-15
5.148939999999999418e+04,2.566832357823881350e-15
5.149670000000000437e+04,2.567743870562455343e-15
5.150400000000000000e+04,2.568666064997554438e-15
5.151130000000000291e+04,2.569576335203112065e-15
5.151859999999999854e+04,2.570485986370507395e-15
5.152599999999999272e+04,2.571407621807540404e-15
5.153330000000000291e+04,2.572327316360891381e-15
5.154060000000000582e+04,2.573235101210498455e-15
5.154790000000000146e+04,2.574153551021990189e-15
5.155520000000000437e+04,2.575071377492257331e-15
5.156250000000000000e+04,2.575977305099923229e-15
5.156979999999999563e+04,2.576893889336563285e-15
5.157720000000000437e+04,2.577811125082303207e-15
5.158450000000000000e+04,2.578726460240207596e-15
5.159180000000000291e+04,2.579641174151696089e-15
5.159909999999999854e+04,2.580544007284476484e-15
5.160640000000000146e+04,2.581457483140300256e-15
5.161369999999999709e+04,2.582370338999542274e-15
5.162100000000000000e+04,2.583271324880890311e-15
5.162840000000000146e+04,2.584195428829429516e-15
5.163569999999999709e+04,2.585106421902937772e-15
5.164300000000000000e+04,2.586016796647939846e-15
5.165029999999999563e+04,2.586926553479563928e-15
5.165759999999999854e+04,2.587835692812613593e-15
5.166489999999999418e+04,2.588744215061575293e-15
5.167220000000000437e+04,2.589652120640609287e-15
5.167959999999999854e+04,2.590571834307600092e-15
5.168690000000000146e+04,2.591478499354665168e-15
5.169419999999999709e+04,2.592384548978034346e-15
5.170149999999999272e+04,2.593289983590587169e-15
5.170880000000000291e+04,2.594194803604883296e-15
5.171610000000000582e+04,2.595099009433168025e-15
5.172350000000000000e+04,2.596026181053391604e-15
5.173079999999999563e+04,2.596929148183326237e-15
5.173809999999999854e+04,2.597842701897841105e-15
5.174540000000000146e+04,2.598744440390557628e-15
5.175270000000000437e+04,2.599645566761996916e-15
5.176000000000000000e+04,2.600546081422490885e-15
5.176730000000000291e+04,2.601445984782049991e-15
5.177469999999999709e+04,2.602357592085685113e-15
5.178200000000000000e+04,2.603256265712224157e-15
5.178930000000000291e+04,2.604165506667141454e-15
5.179659999999999854e+04,2.605062957417671352e-15
5.180390000000000146e+04,2.605959798919513669e-15
5.181119999999999709e+04,2.606867199529233654e-15
5.181850000000000000e+04,2.607785150215496491e-15
5.182590000000000146e+04,2.608714736358462337e-15
5.183320000000000437e+04,2.609620279374572477e-15
5.184050000000000000e+04,2.610525208906879699e-15
5.184780000000000291e+04,2.611418373179063732e-15
5.185509999999999854e+04,2.612322080114711258e-15
5.186239999999999418e+04,2.613225174795826375e-15
5.186980000000000291e+04,2.614139863524214341e-15
5.187709999999999854e+04,2.615030587001653795e-15
5.188440000000000146e+04,2.615920705726703780e-15
5.189169999999999709e+04,2.616821353429490688e-15
5.189900000000000000e+04,2.617721390925358702e-15
5.190629999999999563e+04,2.618631945685580237e-15
5.191360000000000582e+04,2.619530760862149288e-15
5.192100000000000000e+04,2.620452235448537045e-15
