# # wavelength, f_lambda
2.960000000000000000e+04,9.946775422365776470e-17
2.970000000000000364e+04,9.696378857871644112e-17
2.980000000000000000e+04,9.455865443651185845e-17
2.990000000000000364e+04,9.218347300835559193e-17
3.000000000000000000e+04,8.983780658066666244e-17
3.009999999999999636e+04,8.752122508691959514e-17
3.020000000000000000e+04,8.526617648918906189e-17
3.029999999999999636e+04,8.258178678364868845e-17
3.040000000000000000e+04,8.035252753484244800e-17
3.050000000000000000e+04,7.847295191937651444e-17
3.060000000000000000e+04,7.671223988295099723e-17
3.070000000000000000e+04,7.468648912816050745e-17
3.080000000000000000e+04,7.262218212219597298e-17
3.090000000000000000e+04,7.067718425215488039e-17
3.100000000000000000e+04,6.881812303309052567e-17
3.110000000000000000e+04,6.679549911498020933e-17
3.120000000000000000e+04,6.492053968030900704e-17
3.130000000000000000e+04,6.325174398901693994e-17
3.140000000000000000e+04,6.145082534970993232e-17
3.150000000000000000e+04,5.692204493544972842e-17
3.160000000000000000e+04,5.247929183864765245e-17
3.170000000000000000e+04,4.824054419747435021e-17
3.180000000000000000e+04,4.396505431094497453e-17
3.190000000000000000e+04,4.000728746415620394e-17
3.200000000000000000e+04,3.770827010781250199e-17
3.210000000000000000e+04,3.543707978804553448e-17
3.220000000000000364e+04,3.325115993788819094e-17
3.230000000000000000e+04,3.112032435986159070e-17
3.240000000000000364e+04,2.918647043857642186e-17
3.250000000000000000e+04,2.878007596799998915e-17
3.259999999999999636e+04,2.837811102676052313e-17
3.270000000000000000e+04,2.795248067652367981e-17
3.280000000000000000e+04,2.747577368270374134e-17
3.290000000000000000e+04,2.689355019983185606e-17
3.300000000000000000e+04,2.651057273223140302e-17
3.310000000000000000e+04,2.613172546709139165e-17
3.320000000000000000e+04,2.578415319567426214e-17
3.330000000000000000e+04,2.546731374942509980e-17
3.340000000000000000e+04,2.520754828104270357e-17
3.350000000000000000e+04,2.484357192604143423e-17
3.360000000000000000e+04,2.448347561259920413e-17
3.370000000000000000e+04,2.412720959170195845e-17
3.380000000000000000e+04,2.377472488253212357e-17
3.390000000000000000e+04,2.321727861922537980e-17
3.400000000000000000e+04,2.274377038633217901e-17
3.410000000000000000e+04,2.230119075085353585e-17
3.420000000000000000e+04,2.191465336257309923e-17
3.430000000000000000e+04,2.150675607544475583e-17
3.440000000000000000e+04,2.107789050297457893e-17
3.450000000000000000e+04,2.062844134442344160e-17
3.460000000000000000e+04,2.020887046059006238e-17
3.470000000000000000e+04,1.979378652011062656e-17
3.480000000000000000e+04,1.938313306034482763e-17
3.490000000000000000e+04,1.897685446901092532e-17
3.500000000000000000e+04,1.857489596914285836e-17
3.510000000000000000e+04,1.817720360435386056e-17
3.520000000000000000e+04,1.780791976756198182e-17
3.530000000000000000e+04,1.780340255679766306e-17
3.540000000000000000e+04,1.930579603610073692e-17
3.550000000000000000e+04,2.079100244332473748e-17
3.560000000000000000e+04,2.225923991431005648e-17
3.570000000000000000e+04,2.366367823584335653e-17
3.580000000000000000e+04,2.502870775412752404e-17
3.590000000000000000e+04,2.637818199517384133e-17
3.600000000000000000e+04,2.771229665771604812e-17
3.610000000000000000e+04,2.900824038627696344e-17
3.620000000000000000e+04,2.962602126842891410e-17
3.630000000000000000e+04,2.987254189938452615e-17
3.640000000000000000e+04,3.016116309277260986e-17
3.650000000000000000e+04,1.692204379178082030e-17
3.651209999999999854e+04,1.704575665519026963e-17
3.652420000000000437e+04,1.716930189337227124e-17
3.653630000000000291e+04,1.729267975794200115e-17
3.654840000000000146e+04,1.743833365792974570e-17
3.656050000000000000e+04,1.756136267529878471e-17
3.657259999999999854e+04,1.768422508596972439e-17
3.658469999999999709e+04,1.782931978270355265e-17
3.659679999999999563e+04,1.795183492011175427e-17
3.660890000000000146e+04,1.807418421363161646e-17
3.662100000000000000e+04,1.821872217207188273e-17
3.663309999999999854e+04,1.836306525335067376e-17
3.664519999999999709e+04,1.848488900376165562e-17
3.665730000000000291e+04,1.862885794026893754e-17
3.666940000000000146e+04,1.877263285788863601e-17
3.668150000000000000e+04,1.889393346465035616e-17
3.669359999999999854e+04,1.903733590578727939e-17
3.670570000000000437e+04,1.918054518181211173e-17
3.671780000000000291e+04,1.932356158115787481e-17
3.672990000000000146e+04,1.946638539174909234e-17
3.674200000000000000e+04,1.960901690100288099e-17
3.675409999999999854e+04,1.975145639582998885e-17
3.676620000000000437e+04,1.989370416263580617e-17
3.677830000000000291e+04,2.003576048732148391e-17
3.679040000000000146e+04,2.019977453086698736e-17
3.680250000000000000e+04,2.034143426509426726e-17
3.681459999999999854e+04,2.048290342624542315e-17
3.682669999999999709e+04,2.064628753109860711e-17
3.683879999999999563e+04,2.078736187832676661e-17
3.685090000000000146e+04,2.095032272631449698e-17
3.686300000000000000e+04,2.109100344829443892e-17
3.687509999999999854e+04,2.125354228315127709e-17
3.688719999999999709e+04,2.139383056436066128e-17
3.689930000000000291e+04,2.155594862548275415e-17
3.691140000000000146e+04,2.171784954646913334e-17
3.692350000000000000e+04,2.187953364973729954e-17
3.693559999999999854e+04,2.204100125713955617e-17
3.694770000000000437e+04,2.220225268996415571e-17
3.695980000000000291e+04,2.236328826893648606e-17
3.697190000000000146e+04,2.252410831422017369e-17
3.698400000000000000e+04,2.268471314541826697e-17
3.699609999999999854e+04,2.284510308157438245e-17
3.700820000000000437e+04,2.300527844117382348e-17
3.702030000000000291e+04,2.316523954214479427e-17
3.703240000000000146e+04,2.334684704553503577e-17
3.704450000000000000e+04,2.350636630247193965e-17
3.705659999999999854e+04,2.368750406620058864e-17
3.706869999999999709e+04,2.384658280006039760e-17
3.708079999999999563e+04,2.402725219866613907e-17
3.709290000000000146e+04,2.418589172577078660e-17
3.710500000000000000e+04,2.436609412902099128e-17
3.711709999999999854e+04,2.454605644941804420e-17
3.712919999999999709e+04,2.472577904149874981e-17
3.714130000000000291e+04,2.490526225918181846e-17
3.715340000000000146e+04,2.508450645576913910e-17
3.716550000000000000e+04,2.526351198394703029e-17
3.717759999999999854e+04,2.544227919578746669e-17
3.718970000000000437e+04,2.562080844274935788e-17
3.720180000000000291e+04,2.579910007567982710e-17
3.721390000000000146e+04,2.597715444481539158e-17
3.722600000000000000e+04,2.617660545801301336e-17
3.723809999999999854e+04,2.635417229107179768e-17
3.725020000000000437e+04,2.655310837949498919e-17
3.726230000000000291e+04,2.673018912487553237e-17
3.727440000000000146e+04,2.692861178914201951e-17
3.728650000000000000e+04,2.712677130139910911e-17
3.729859999999999854e+04,2.730311862573235057e-17
3.731069999999999709e+04,2.750076696866035891e-17
3.732279999999999563e+04,2.769815330448680875e-17
3.733490000000000146e+04,2.789527801805610603e-17
3.734700000000000000e+04,2.809214149354539131e-17
3.735909999999999854e+04,2.828874411446583397e-17
3.737119999999999709e+04,2.848508626366401889e-17
3.738330000000000291e+04,2.870262020688601347e-17
3.739540000000000146e+04,2.889842867843584338e-17
3.740750000000000000e+04,2.909397783629613745e-17
3.741959999999999854e+04,2.931067834432122591e-17
3.743170000000000437e+04,2.950569617495406818e-17
3.744380000000000291e+04,2.972183846149099274e-17
3.745590000000000146e+04,2.993769533866906294e-17
3.746800000000000000e+04,3.013191221905608480e-17
3.748009999999999854e+04,3.034721331603501779e-17
3.749220000000000437e+04,3.056223024119822443e-17
3.750430000000000291e+04,3.077696341008653124e-17
3.751640000000000146e+04,3.099141323752343745e-17
3.752850000000000000e+04,3.120558013761663116e-17
3.754059999999999854e+04,3.144073701158858687e-17
3.755269999999999709e+04,3.165432559008943323e-17
3.756479999999999563e+04,3.186763249253174455e-17
3.757690000000000146e+04,3.210188953858220842e-17
3.758900000000000000e+04,3.231462065522925000e-17
3.760109999999999854e+04,3.254827542883736310e-17
3.761319999999999709e+04,3.276043245172686226e-17
3.762530000000000291e+04,3.299348669473825292e-17
3.763740000000000146e+04,3.322623451676274165e-17
3.764950000000000000e+04,3.345867636414973550e-17
3.766159999999999854e+04,3.369081268248112299e-17
3.767370000000000437e+04,3.392264391657287034e-17
3.768580000000000291e+04,3.415417051047654371e-17
3.769790000000000146e+04,3.438539290748080064e-17
3.771000000000000000e+04,3.463739334764653186e-17
3.772209999999999854e+04,3.486799515515879328e-17
3.773420000000000437e+04,3.511934886959152094e-17
3.774630000000000291e+04,3.534933190364276369e-17
3.775840000000000146e+04,3.560004075723899117e-17
3.777050000000000000e+04,3.585042114246726767e-17
3.778259999999999854e+04,3.610047353610549155e-17
3.779469999999999709e+04,3.635019841411460330e-17
3.780679999999999563e+04,3.659959625164023716e-17
3.781890000000000146e+04,3.684866752301439744e-17
3.783100000000000000e+04,3.709741270175705480e-17
3.784309999999999854e+04,3.734583226057778553e-17
3.785519999999999709e+04,3.761484705349831686e-17
3.786730000000000291e+04,3.786260341983792206e-17
3.787940000000000146e+04,3.813092925221044315e-17
3.789150000000000000e+04,3.837802435842264168e-17
3.790359999999999854e+04,3.864566321048678677e-17
3.791570000000000437e+04,3.891295265468081251e-17
3.792780000000000291e+04,3.917989319628268269e-17
3.793990000000000146e+04,3.944648533970784646e-17
3.795200000000000000e+04,3.971272958851101942e-17
3.796409999999999854e+04,3.997862644538784767e-17
3.797620000000000437e+04,4.024417641217662724e-17
3.798830000000000291e+04,4.053015403088051901e-17
3.800040000000000146e+04,4.079499849204891738e-17
3.801250000000000000e+04,4.108024517472001866e-17
3.802459999999999854e+04,4.134438617786228431e-17
3.803669999999999709e+04,4.162890401908272094e-17
3.804879999999999563e+04,4.191305163426673668e-17
3.806090000000000146e+04,4.219682955696337532e-17
3.807300000000000000e+04,4.248023831981416400e-17
3.808509999999999854e+04,4.276327845455480180e-17
3.809719999999999709e+04,4.306660593851023864e-17
3.810930000000000291e+04,4.334889729417499111e-17
3.812140000000000146e+04,4.365145085408808690e-17
3.813350000000000000e+04,4.393299559670709339e-17
3.814559999999999854e+04,4.423477744483027532e-17
3.815770000000000437e+04,4.453616773201346937e-17
3.816980000000000291e+04,4.481659007416428142e-17
3.818190000000000146e+04,4.511721196632884593e-17
3.819400000000000000e+04,4.543799484997081131e-17
3.820609999999999854e+04,4.573782451067719360e-17
3.821820000000000437e+04,4.603726541432724194e-17
3.823030000000000291e+04,4.635682999052675477e-17
3.824240000000000146e+04,4.665548207493371157e-17
3.825450000000000000e+04,4.697423301359773878e-17
3.826659999999999854e+04,4.727209855214603056e-17
3.827869999999999709e+04,4.759003817202127405e-17
3.829079999999999563e+04,4.790756653518141928e-17
3.830290000000000146e+04,4.822468423063448398e-17
3.831500000000000000e+04,4.856181313029970380e-17
3.832709999999999854e+04,4.887809836127558995e-17
3.833919999999999709e+04,4.919397469780701340e-17
3.835130000000000291e+04,4.952982536910057406e-17
3.836340000000000146e+04,4.984487281528128700e-17
3.837550000000000000e+04,5.017987007654419806e-17
3.838759999999999854e+04,5.051443512719779637e-17
3.839970000000000437e+04,5.084856858469225772e-17
3.841180000000000291e+04,5.118227106543661555e-17
3.842390000000000146e+04,5.151554318480089341e-17
3.843600000000000000e+04,5.186867846731653526e-17
3.844809999999999854e+04,5.220107893513256995e-17
3.846020000000000437e+04,5.255331827426209024e-17
3.847230000000000291e+04,5.288484958776826418e-17
3.848440000000000146e+04,5.323619552471157492e-17
3.849650000000000000e+04,5.358708934952798265e-17
3.850859999999999854e+04,5.393753170631420740e-17
3.852069999999999709e+04,5.428752323808398643e-17
3.853279999999999563e+04,5.465725566754875200e-17
3.854490000000000146e+04,5.500633479924274476e-17
3.855700000000000000e+04,5.537513078359984519e-17
3.856909999999999854e+04,5.572330012202400611e-17
3.858119999999999709e+04,5.609116231138545597e-17
3.859330000000000291e+04,5.645855228070366819e-17
3.860540000000000146e+04,5.682547070105465227e-17
3.861750000000000000e+04,5.719191824238876251e-17
3.862959999999999854e+04,5.755789557353300296e-17
3.864170000000000437e+04,5.794348079836728349e-17
3.865380000000000291e+04,5.830850714320938223e-17
3.866590000000000146e+04,5.869311760155064753e-17
3.867800000000000000e+04,5.907723543691954415e-17
3.869009999999999854e+04,5.946086134784727606e-17
3.870220000000000437e+04,5.984399603169599236e-17
3.871430000000000291e+04,6.022664018466114151e-17
3.872640000000000146e+04,6.060879450177369003e-17
3.873850000000000000e+04,6.101043689920074842e-17
3.875059999999999854e+04,6.141156589943975153e-17
3.876269999999999709e+04,6.179222994301592457e-17
3.877479999999999563e+04,6.219234677804729605e-17
3.878690000000000146e+04,6.259195238037174926e-17
3.879900000000000000e+04,6.299104747295997833e-17
3.881109999999999854e+04,6.340953533103838043e-17
3.882319999999999709e+04,6.380759916414513083e-17
3.883529999999999563e+04,6.422503241765088891e-17
3.884740000000000146e+04,6.462206791505130169e-17
3.885950000000000000e+04,6.503844952921587371e-17
3.887159999999999854e+04,6.545430025368329351e-17
3.888370000000000437e+04,6.586962083760310973e-17
3.889580000000000291e+04,6.630422799659899934e-17
3.890790000000000146e+04,6.671847821863259316e-17
3.892000000000000000e+04,6.715199188429317872e-17
3.893209999999999854e+04,6.756517477203831588e-17
3.894420000000000437e+04,6.799759801285339797e-17
3.895630000000000291e+04,6.842947105006223592e-17
3.896840000000000146e+04,6.886079465840823088e-17
3.898050000000000000e+04,6.931129955713659275e-17
3.899259999999999854e+04,6.974151438373240547e-17
3.900469999999999709e+04,7.019088758033948105e-17
3.901679999999999563e+04,7.061999675428357617e-17
3.902890000000000146e+04,7.106824141820458082e-17
3.904100000000000000e+04,7.151591690222904735e-17
3.905309999999999854e+04,7.198268066386597991e-17
3.906519999999999709e+04,7.242920801109687447e-17
3.907729999999999563e+04,7.289480090417716993e-17
3.908940000000000146e+04,7.334018334827614967e-17
3.910150000000000000e+04,7.380460864629706736e-17
3.911359999999999854e+04,7.426844530605926452e-17
3.912570000000000437e+04,7.473169415313608659e-17
3.913780000000000291e+04,7.521392768170116852e-17
3.914990000000000146e+04,7.567599127856148418e-17
3.916200000000000000e+04,7.615701703145012037e-17
3.917409999999999854e+04,7.661789870883851667e-17
3.918620000000000437e+04,7.709772005609203040e-17
3.919830000000000291e+04,7.759644573656419029e-17
3.921040000000000146e+04,7.807504195673260530e-17
3.922250000000000000e+04,7.855303291744371749e-17
3.923459999999999854e+04,7.904989467964150756e-17
3.924669999999999709e+04,7.954612886074019548e-17
3.925879999999999563e+04,8.004173633793222767e-17
3.927090000000000146e+04,8.053671798696314411e-17
3.928300000000000000e+04,8.103107468213435159e-17
3.929509999999999854e+04,8.152480729630588480e-17
3.930719999999999709e+04,8.203732004054931150e-17
3.931929999999999563e+04,8.254918656437989631e-17
3.933140000000000146e+04,8.306040776940552791e-17
3.934350000000000000e+04,8.357098455574974225e-17
3.935559999999999854e+04,8.408091782205431100e-17
3.936770000000000437e+04,8.460955221313045076e-17
3.937980000000000291e+04,8.511818924391566995e-17
3.939190000000000146e+04,8.564550544036876126e-17
3.940400000000000000e+04,8.617215798039761407e-17
3.941609999999999854e+04,8.669814778803716142e-17
3.942820000000000437e+04,8.724276021556001131e-17
3.944030000000000291e+04,8.776741549362260314e-17
3.945240000000000146e+04,8.831067159216016091e-17
3.946450000000000000e+04,8.885324503200782086e-17
3.947659999999999854e+04,8.939513676219676941e-17
3.948869999999999709e+04,8.993634773020125276e-17
3.950079999999999563e+04,9.049609248968892708e-17
3.951290000000000146e+04,9.103593300380463798e-17
3.952500000000000000e+04,9.159428568674259522e-17
3.953709999999999854e+04,9.215193790440451384e-17
3.954919999999999709e+04,9.270889062884462140e-17
3.956129999999999563e+04,9.328429971753099699e-17
3.957340000000000146e+04,9.383984465348427165e-17
3.958550000000000000e+04,9.441382448763839576e-17
3.959759999999999854e+04,9.498708533086808235e-17
3.960970000000000437e+04,9.555962817942172571e-17
3.962180000000000291e+04,9.615055046296617679e-17
3.963390000000000146e+04,9.672164864611846545e-17
3.964600000000000000e+04,9.731110495340759049e-17
3.965809999999999854e+04,9.789982397151683143e-17
3.967020000000000437e+04,9.848780672050808692e-17
3.968230000000000291e+04,9.907505421877826611e-17
3.969440000000000146e+04,9.968059412824759108e-17
3.970650000000000000e+04,1.002663625791795364e-16
3.971859999999999854e+04,1.008704023021145764e-16
3.973069999999999709e+04,1.014926795890157540e-16
3.974279999999999563e+04,1.020952001317291081e-16
3.975490000000000146e+04,1.026969684372555156e-16
