# wavelength, f_lambda
2.2900e+02,0.0000e+00
2.3400e+02,0.0000e+00
2.4300e+02,0.0000e+00
2.5200e+02,0.0000e+00
2.5600e+02,0.0000e+00
2.6000e+02,0.0000e+00
2.6600e+02,0.0000e+00
2.7500e+02,0.0000e+00
2.8300e+02,0.0000e+00
2.9300e+02,0.0000e+00
3.0100e+02,0.0000e+00
3.0900e+02,0.0000e+00
3.2500e+02,0.0000e+00
3.4200e+02,0.0000e+00
3.5100e+02,0.0000e+00
3.5600e+02,0.0000e+00
3.6500e+02,0.0000e+00
3.7500e+02,0.0000e+00
3.8400e+02,0.0000e+00
4.0000e+02,0.0000e+00
4.1500e+02,0.0000e+00
4.2500e+02,0.0000e+00
4.4500e+02,0.0000e+00
4.7200e+02,0.0000e+00
4.9400e+02,0.0000e+00
5.0600e+02,2.0840e-16
5.1600e+02,3.4374e-16
5.4000e+02,9.0696e-16
5.6400e+02,2.2125e-15
5.8700e+02,4.5359e-15
6.1200e+02,1.0212e-14
6.4000e+02,2.2210e-14
6.7100e+02,4.8802e-14
7.0500e+02,1.0772e-13
7.3600e+02,2.0610e-13
7.7000e+02,3.9776e-13
8.1000e+02,7.9210e-13
8.5000e+02,1.4710e-12
8.9000e+02,2.6027e-12
9.2000e+02,4.3066e-11
9.4000e+02,5.3217e-10
9.6200e+02,4.3368e-09
9.8700e+02,1.5145e-08
1.0120e+03,1.5092e-08
1.0370e+03,1.6530e-08
1.0620e+03,2.8031e-08
1.0870e+03,2.5227e-08
1.1120e+03,3.4059e-08
1.1200e+03,3.5212e-08
1.1400e+03,3.7829e-08
1.1600e+03,3.9074e-08
1.1800e+03,3.2929e-08
1.2000e+03,1.7523e-08
1.2200e+03,1.1451e-08
1.2400e+03,2.8423e-08
1.2600e+03,3.8378e-08
1.2800e+03,3.8997e-08
1.3000e+03,3.6679e-08
1.3200e+03,3.9434e-08
1.3400e+03,4.0256e-08
1.3600e+03,3.9812e-08
1.3800e+03,4.1006e-08
1.4000e+03,3.9372e-08
1.4200e+03,3.9248e-08
1.4400e+03,4.1694e-08
1.4600e+03,4.2072e-08
1.4800e+03,3.9692e-08
1.5000e+03,3.8997e-08
1.5200e+03,3.8440e-08
1.5400e+03,3.8189e-08
1.5600e+03,3.7432e-08
1.5800e+03,3.5554e-08
1.6000e+03,3.3119e-08
1.6200e+03,3.0796e-08
1.6400e+03,2.9544e-08
1.6600e+03,2.9300e-08
1.6800e+03,2.9919e-08
1.7000e+03,2.8855e-08
1.7200e+03,2.6795e-08
1.7400e+03,2.5856e-08
1.7600e+03,2.5793e-08
1.7800e+03,2.5668e-08
1.8000e+03,2.0410e-08
1.8200e+03,2.0591e-08
1.8400e+03,1.9408e-08
1.8600e+03,2.0153e-08
1.8800e+03,1.8775e-08
1.9000e+03,1.7905e-08
1.9200e+03,1.8281e-08
1.9400e+03,1.7905e-08
1.9600e+03,1.7279e-08
1.9800e+03,1.6465e-08
2.0000e+03,1.5770e-08
2.0025e+03,1.5709e-08
2.0050e+03,1.5647e-08
2.0075e+03,1.5585e-08
2.0100e+03,1.5523e-08
2.0125e+03,1.5461e-08
2.0150e+03,1.5399e-08
2.0175e+03,1.5338e-08
2.0200e+03,1.5276e-08
2.0225e+03,1.5259e-08
2.0250e+03,1.5243e-08
2.0275e+03,1.5227e-08
2.0300e+03,1.5210e-08
2.0325e+03,1.5194e-08
2.0350e+03,1.5177e-08
2.0375e+03,1.5161e-08
2.0400e+03,1.5144e-08
2.0425e+03,1.5082e-08
2.0450e+03,1.5021e-08
2.0475e+03,1.4959e-08
2.0500e+03,1.4897e-08
2.0525e+03,1.4835e-08
2.0550e+03,1.4773e-08
2.0575e+03,1.4712e-08
2.0600e+03,1.4650e-08
2.0625e+03,1.4602e-08
2.0650e+03,1.4554e-08
2.0675e+03,1.4507e-08
2.0700e+03,1.4459e-08
2.0725e+03,1.4411e-08
2.0750e+03,1.4363e-08
2.0775e+03,1.4316e-08
2.0800e+03,1.4268e-08
2.0825e+03,1.4284e-08
2.0850e+03,1.4301e-08
2.0875e+03,1.4317e-08
2.0900e+03,1.4334e-08
2.0925e+03,1.4350e-08
2.0950e+03,1.4367e-08
2.0975e+03,1.4383e-08
2.1000e+03,1.4399e-08
2.1025e+03,1.4391e-08
2.1050e+03,1.4382e-08
2.1075e+03,1.4373e-08
2.1100e+03,1.4365e-08
2.1125e+03,1.4356e-08
2.1150e+03,1.4348e-08
2.1175e+03,1.4339e-08
2.1200e+03,1.4330e-08
2.1225e+03,1.4260e-08
2.1250e+03,1.4190e-08
2.1275e+03,1.4119e-08
2.1300e+03,1.4049e-08
2.1325e+03,1.3978e-08
2.1350e+03,1.3908e-08
2.1375e+03,1.3837e-08
2.1400e+03,1.3767e-08
2.1425e+03,1.3775e-08
2.1450e+03,1.3783e-08
2.1475e+03,1.3790e-08
2.1500e+03,1.3798e-08
2.1525e+03,1.3806e-08
2.1550e+03,1.3814e-08
2.1575e+03,1.3822e-08
2.1600e+03,1.3830e-08
2.1625e+03,1.3776e-08
2.1650e+03,1.3722e-08
2.1675e+03,1.3668e-08
2.1700e+03,1.3614e-08
2.1725e+03,1.3560e-08
2.1750e+03,1.3506e-08
2.1775e+03,1.3452e-08
2.1800e+03,1.3398e-08
2.1825e+03,1.3335e-08
2.1850e+03,1.3272e-08
2.1875e+03,1.3210e-08
2.1900e+03,1.3147e-08
2.1925e+03,1.3085e-08
2.1950e+03,1.3022e-08
2.1975e+03,1.2959e-08
2.2000e+03,1.2897e-08
2.2025e+03,1.2834e-08
2.2050e+03,1.2772e-08
2.2075e+03,1.2709e-08
2.2100e+03,1.2646e-08
2.2125e+03,1.2584e-08
2.2150e+03,1.2521e-08
2.2175e+03,1.2459e-08
2.2200e+03,1.2396e-08
2.2225e+03,1.2325e-08
2.2250e+03,1.2255e-08
2.2275e+03,1.2185e-08
2.2300e+03,1.2114e-08
2.2325e+03,1.2044e-08
2.2350e+03,1.1973e-08
2.2375e+03,1.1903e-08
2.2400e+03,1.1832e-08
2.2425e+03,1.1863e-08
2.2450e+03,1.1893e-08
2.2475e+03,1.1924e-08
2.2500e+03,1.1955e-08
2.2525e+03,1.1985e-08
2.2550e+03,1.2016e-08
2.2575e+03,1.2046e-08
2.2600e+03,1.2077e-08
2.2625e+03,1.2085e-08
2.2650e+03,1.2092e-08
2.2675e+03,1.2100e-08
2.2700e+03,1.2108e-08
2.2725e+03,1.2116e-08
2.2750e+03,1.2123e-08
2.2775e+03,1.2132e-08
2.2800e+03,1.2139e-08
2.2825e+03,1.2125e-08
2.2850e+03,1.2110e-08
2.2875e+03,1.2095e-08
2.2900e+03,1.2080e-08
2.2925e+03,1.2065e-08
2.2950e+03,1.2050e-08
2.2975e+03,1.2035e-08
2.3000e+03,1.2020e-08
2.3025e+03,1.1997e-08
2.3050e+03,1.1973e-08
2.3075e+03,1.1950e-08
2.3100e+03,1.1927e-08
2.3125e+03,1.1903e-08
2.3150e+03,1.1879e-08
2.3175e+03,1.1856e-08
2.3200e+03,1.1832e-08
2.3225e+03,1.1785e-08
2.3250e+03,1.1737e-08
2.3275e+03,1.1689e-08
2.3300e+03,1.1642e-08
2.3325e+03,1.1594e-08
2.3350e+03,1.1546e-08
2.3375e+03,1.1498e-08
2.3400e+03,1.1451e-08
2.3425e+03,1.1412e-08
2.3450e+03,1.1374e-08
2.3475e+03,1.1336e-08
2.3500e+03,1.1297e-08
2.3525e+03,1.1259e-08
2.3550e+03,1.1221e-08
2.3575e+03,1.1182e-08
2.3600e+03,1.1144e-08
2.3625e+03,1.1128e-08
2.3650e+03,1.1112e-08
2.3675e+03,1.1097e-08
2.3700e+03,1.1081e-08
2.3725e+03,1.1065e-08
2.3750e+03,1.1050e-08
2.3775e+03,1.1034e-08
2.3800e+03,1.1019e-08
2.3825e+03,1.1081e-08
2.3850e+03,1.1144e-08
