# wavelength, f_lambda
2.2900e+02,4.8640e-13
2.3400e+02,3.2713e-10
2.4300e+02,8.5587e-10
2.5200e+02,2.4221e-09
2.5600e+02,4.0682e-11
2.6000e+02,5.2335e-09
2.6600e+02,1.1520e-08
2.7500e+02,1.0699e-08
2.8300e+02,1.1394e-08
2.9300e+02,1.3010e-08
3.0100e+02,5.6438e-11
3.0900e+02,1.0605e-09
3.2500e+02,9.5482e-09
3.4200e+02,1.1332e-08
3.5100e+02,9.3283e-09
3.5600e+02,8.4371e-09
3.6500e+02,8.4440e-09
3.7500e+02,6.4684e-09
3.8400e+02,5.3941e-09
4.0000e+02,7.6133e-09
4.1500e+02,8.1663e-09
4.2500e+02,7.9828e-09
4.4500e+02,9.5467e-09
4.7200e+02,1.0676e-08
4.9400e+02,1.2473e-08
5.0600e+02,5.9165e-08
5.1600e+02,8.3210e-08
5.4000e+02,7.7851e-08
5.6400e+02,8.7127e-08
5.8700e+02,8.5663e-08
6.1200e+02,9.0458e-08
6.4000e+02,9.5471e-08
6.7100e+02,9.6705e-08
7.0500e+02,9.3592e-08
7.3600e+02,1.0277e-07
7.7000e+02,9.8747e-08
8.1000e+02,9.9606e-08
8.5000e+02,8.9668e-08
8.9000e+02,9.4455e-08
9.2000e+02,1.4069e-07
9.4000e+02,2.6816e-07
9.6200e+02,3.0352e-07
9.8700e+02,2.7555e-07
1.0120e+03,2.7367e-07
1.0370e+03,2.7335e-07
1.0620e+03,2.5264e-07
1.0870e+03,2.5486e-07
1.1120e+03,2.3682e-07
1.1200e+03,2.3131e-07
1.1400e+03,2.1403e-07
1.1600e+03,2.1343e-07
1.1800e+03,1.9402e-07
1.2000e+03,1.7537e-07
1.2200e+03,1.0104e-07
1.2400e+03,2.1162e-07
1.2600e+03,2.3408e-07
1.2800e+03,2.5878e-07
1.3000e+03,2.5878e-07
1.3200e+03,2.4381e-07
1.3400e+03,2.2552e-07
1.3600e+03,2.3301e-07
1.3800e+03,2.2135e-07
1.4000e+03,1.9248e-07
1.4200e+03,2.0307e-07
1.4400e+03,1.9676e-07
1.4600e+03,1.9034e-07
1.4800e+03,1.9783e-07
1.5000e+03,1.9676e-07
1.5200e+03,2.0200e-07
1.5400e+03,1.5388e-07
1.5600e+03,1.4318e-07
1.5800e+03,1.5709e-07
1.6000e+03,1.4757e-07
1.6200e+03,1.1870e-07
1.6400e+03,1.2511e-07
1.6600e+03,1.3046e-07
1.6800e+03,1.3260e-07
1.7000e+03,1.2714e-07
1.7200e+03,1.2073e-07
1.7400e+03,1.2394e-07
1.7600e+03,1.2511e-07
1.7800e+03,1.2190e-07
1.8000e+03,1.1759e-07
1.8200e+03,1.1328e-07
1.8400e+03,1.0897e-07
1.8600e+03,1.0554e-07
1.8800e+03,1.0266e-07
1.9000e+03,9.6017e-08
1.9200e+03,9.4197e-08
1.9400e+03,8.5547e-08
1.9600e+03,8.3825e-08
1.9800e+03,7.8586e-08
2.0000e+03,7.6566e-08
2.0025e+03,7.6297e-08
2.0050e+03,7.6027e-08
2.0075e+03,7.5758e-08
2.0100e+03,7.5488e-08
2.0125e+03,7.5219e-08
2.0150e+03,7.4953e-08
2.0175e+03,7.4684e-08
2.0200e+03,7.4414e-08
2.0225e+03,7.3854e-08
