# wavelength, f_lambda
2.2900e+02,0.0000e+00
2.3400e+02,0.0000e+00
2.4300e+02,0.0000e+00
2.5200e+02,0.0000e+00
2.5600e+02,0.0000e+00
2.6000e+02,0.0000e+00
2.6600e+02,0.0000e+00
2.7500e+02,0.0000e+00
2.8300e+02,0.0000e+00
2.9300e+02,0.0000e+00
3.0100e+02,0.0000e+00
3.0900e+02,0.0000e+00
3.2500e+02,0.0000e+00
3.4200e+02,0.0000e+00
3.5100e+02,0.0000e+00
3.5600e+02,0.0000e+00
3.6500e+02,0.0000e+00
3.7500e+02,0.0000e+00
3.8400e+02,0.0000e+00
4.0000e+02,0.0000e+00
4.1500e+02,0.0000e+00
4.2500e+02,0.0000e+00
4.4500e+02,0.0000e+00
4.7200e+02,0.0000e+00
4.9400e+02,0.0000e+00
5.0600e+02,0.0000e+00
5.1600e+02,0.0000e+00
5.4000e+02,0.0000e+00
5.6400e+02,0.0000e+00
5.8700e+02,0.0000e+00
6.1200e+02,0.0000e+00
6.4000e+02,0.0000e+00
6.7100e+02,0.0000e+00
7.0500e+02,0.0000e+00
7.3600e+02,0.0000e+00
7.7000e+02,0.0000e+00
8.1000e+02,0.0000e+00
8.5000e+02,0.0000e+00
8.9000e+02,0.0000e+00
9.2000e+02,3.7235e-21
9.4000e+02,1.2584e-20
9.6200e+02,2.6781e-20
9.8700e+02,6.0087e-20
1.0120e+03,1.2229e-19
1.0370e+03,2.3014e-19
1.0620e+03,4.4554e-19
1.0870e+03,8.2906e-19
1.1120e+03,1.3574e-17
1.1200e+03,1.6701e-17
1.1400e+03,2.4166e-17
1.1600e+03,3.8192e-17
1.1800e+03,5.5141e-17
1.2000e+03,7.7520e-17
1.2200e+03,1.1460e-16
1.2400e+03,1.7472e-16
1.2600e+03,2.5099e-16
1.2800e+03,3.4371e-16
1.3000e+03,4.7553e-16
1.3200e+03,6.3133e-16
1.3400e+03,8.1432e-16
1.3600e+03,1.0582e-15
1.3800e+03,1.3967e-15
1.4000e+03,1.8411e-15
1.4200e+03,2.3970e-15
1.4400e+03,3.1165e-15
1.4600e+03,4.0609e-15
1.4800e+03,5.1891e-15
1.5000e+03,6.7286e-15
1.5200e+03,5.4741e-14
1.5400e+03,9.8403e-14
1.5600e+03,1.0238e-13
1.5800e+03,1.3100e-13
1.6000e+03,1.6970e-13
1.6200e+03,2.0843e-13
1.6400e+03,2.4265e-13
1.6600e+03,2.6551e-13
1.6800e+03,3.4138e-12
1.7000e+03,5.2051e-12
1.7200e+03,6.4975e-12
1.7400e+03,8.5643e-12
1.7600e+03,8.4391e-12
1.7800e+03,1.1691e-11
1.8000e+03,1.1078e-11
1.8200e+03,8.9977e-12
1.8400e+03,9.3679e-12
1.8600e+03,1.2052e-11
1.8800e+03,1.3899e-11
1.9000e+03,1.6219e-11
1.9200e+03,1.9393e-11
1.9400e+03,1.7205e-11
1.9600e+03,1.7371e-11
1.9800e+03,2.4539e-11
2.0000e+03,2.5769e-11
2.0025e+03,2.7209e-11
2.0050e+03,3.3771e-11
2.0075e+03,3.6070e-11
2.0100e+03,3.7271e-11
2.0125e+03,3.7566e-11
2.0150e+03,3.7715e-11
2.0175e+03,3.7097e-11
2.0200e+03,3.6875e-11
2.0225e+03,3.6973e-11
2.0250e+03,3.6962e-11
2.0275e+03,3.6947e-11
2.0300e+03,3.8512e-11
2.0325e+03,4.0929e-11
2.0350e+03,4.4980e-11
2.0375e+03,4.7618e-11
2.0400e+03,4.9311e-11
2.0425e+03,5.0457e-11
2.0450e+03,5.1097e-11
2.0475e+03,5.2087e-11
2.0500e+03,5.2848e-11
2.0525e+03,5.3066e-11
2.0550e+03,5.3088e-11
2.0575e+03,5.2495e-11
2.0600e+03,5.3314e-11
2.0625e+03,5.4988e-11
2.0650e+03,5.8151e-11
2.0675e+03,6.1317e-11
2.0700e+03,6.2693e-11
2.0725e+03,6.4469e-11
2.0750e+03,6.7096e-11
2.0775e+03,7.0536e-11
2.0800e+03,7.4353e-11
2.0825e+03,7.9241e-11
2.0850e+03,8.4842e-11
2.0875e+03,8.4464e-11
2.0900e+03,8.4999e-11
2.0925e+03,8.6906e-11
2.0950e+03,8.8314e-11
2.0975e+03,8.8653e-11
2.1000e+03,8.8995e-11
2.1025e+03,8.7626e-11
2.1050e+03,9.6550e-11
2.1075e+03,9.3329e-11
2.1100e+03,9.1189e-11
2.1125e+03,9.8319e-11
2.1150e+03,1.0875e-10
2.1175e+03,1.2380e-10
2.1200e+03,1.2142e-10
2.1225e+03,9.6314e-11
2.1250e+03,8.7761e-11
2.1275e+03,1.0078e-10
2.1300e+03,1.0418e-10
2.1325e+03,1.0109e-10
2.1350e+03,1.0309e-10
2.1375e+03,1.0827e-10
2.1400e+03,1.2069e-10
2.1425e+03,1.3953e-10
2.1450e+03,1.4122e-10
2.1475e+03,1.2934e-10
2.1500e+03,1.2676e-10
2.1525e+03,1.3055e-10
2.1550e+03,1.2470e-10
2.1575e+03,1.0811e-10
2.1600e+03,1.1075e-10
2.1625e+03,1.2234e-10
2.1650e+03,1.1061e-10
2.1675e+03,9.9112e-11
2.1700e+03,1.0682e-10
2.1725e+03,1.1197e-10
2.1750e+03,1.0820e-10
2.1775e+03,1.2231e-10
2.1800e+03,1.5292e-10
2.1825e+03,1.6142e-10
2.1850e+03,1.4300e-10
2.1875e+03,1.2851e-10
2.1900e+03,1.3735e-10
2.1925e+03,1.5448e-10
2.1950e+03,1.5701e-10
2.1975e+03,1.5464e-10
2.2000e+03,1.5933e-10
2.2025e+03,1.7192e-10
2.2050e+03,1.6590e-10
2.2075e+03,1.3165e-10
2.2100e+03,1.1239e-10
2.2125e+03,1.2179e-10
2.2150e+03,1.2521e-10
2.2175e+03,1.2746e-10
2.2200e+03,1.5080e-10
2.2225e+03,1.6476e-10
2.2250e+03,1.5877e-10
2.2275e+03,1.5726e-10
2.2300e+03,1.7270e-10
2.2325e+03,2.0760e-10
2.2350e+03,2.2603e-10
2.2375e+03,2.0862e-10
2.2400e+03,1.8864e-10
2.2425e+03,1.7427e-10
2.2450e+03,1.7905e-10
2.2475e+03,1.9199e-10
2.2500e+03,1.8281e-10
2.2525e+03,1.6938e-10
2.2550e+03,1.6270e-10
2.2575e+03,1.5857e-10
2.2600e+03,1.5294e-10
2.2625e+03,1.4050e-10
2.2650e+03,1.2201e-10
2.2675e+03,1.0764e-10
2.2700e+03,1.0438e-10
2.2725e+03,1.1116e-10
2.2750e+03,1.2217e-10
2.2775e+03,1.3630e-10
2.2800e+03,1.5849e-10
2.2825e+03,1.7420e-10
2.2850e+03,1.6873e-10
2.2875e+03,1.5386e-10
2.2900e+03,1.4716e-10
2.2925e+03,1.5303e-10
2.2950e+03,1.5441e-10
2.2975e+03,1.3711e-10
2.3000e+03,1.2926e-10
2.3025e+03,1.4760e-10
2.3050e+03,1.7943e-10
2.3075e+03,1.8521e-10
2.3100e+03,1.4886e-10
2.3125e+03,1.3380e-10
2.3150e+03,1.5661e-10
2.3175e+03,1.6180e-10
2.3200e+03,1.5473e-10
2.3225e+03,1.6951e-10
2.3250e+03,1.6855e-10
2.3275e+03,1.5440e-10
2.3300e+03,1.4667e-10
2.3325e+03,1.3978e-10
2.3350e+03,1.4132e-10
2.3375e+03,1.3168e-10
2.3400e+03,1.2478e-10
2.3425e+03,1.1616e-10
2.3450e+03,1.0403e-10
2.3475e+03,1.1653e-10
2.3500e+03,1.4817e-10
2.3525e+03,1.6955e-10
2.3550e+03,1.7298e-10
2.3575e+03,1.6167e-10
2.3600e+03,1.4416e-10
2.3625e+03,1.4205e-10
2.3650e+03,1.3991e-10
2.3675e+03,1.4389e-10
2.3700e+03,1.6322e-10
2.3725e+03,1.6046e-10
2.3750e+03,1.5173e-10
2.3775e+03,1.4819e-10
2.3800e+03,1.2173e-10
2.3825e+03,1.0738e-10
2.3850e+03,1.2376e-10
