# # wavelength, f_lambda
6.044380000000000291e+04,7.385156323874180800e-20
6.045259999999999854e+04,1.312534468749983122e-19
6.046140000000000146e+04,2.460285796082715266e-19
6.047019999999999709e+04,3.279426367962792079e-19
6.047900000000000000e+04,2.950624882070833495e-19
6.048779999999999563e+04,2.048448894301382592e-19
6.049660000000000582e+04,9.829694360393030445e-20
6.050530000000000291e+04,4.094528232778914198e-20
6.051409999999999854e+04,8.186674922838958795e-21
6.052290000000000146e+04,1.636858883773999870e-20
6.053169999999999709e+04,4.909148971828167259e-20
6.054050000000000000e+04,1.226930478714934673e-19
6.054929999999999563e+04,2.371376148693172912e-19
6.055809999999999854e+04,4.332634872562474579e-19
6.056689999999999418e+04,6.864822265685219878e-19
6.057570000000000437e+04,9.558938814762685401e-19
6.058450000000000000e+04,1.233316648735960077e-18
6.059330000000000291e+04,1.486082363170264079e-18
6.060209999999999854e+04,1.689723721167534422e-18
6.061090000000000146e+04,1.827962388618607987e-18
6.061969999999999709e+04,1.917171656164354390e-18
6.062839999999999418e+04,1.941088986704982803e-18
6.063719999999999709e+04,1.907911748774198088e-18
6.064600000000000728e+04,1.833998169478317819e-18
6.065480000000000291e+04,1.735681187355552341e-18
6.066360000000000582e+04,1.612982050276752615e-18
6.067240000000000146e+04,1.474065998662839315e-18
6.068120000000000437e+04,1.318947157654973898e-18
6.069000000000000000e+04,1.155778928329592340e-18
6.069880000000000291e+04,9.845683316542523952e-19
6.070759999999999854e+04,8.134569520048985896e-19
6.071640000000000146e+04,6.668413598008514168e-19
6.072519999999999709e+04,5.203107145409820392e-19
6.073400000000000000e+04,3.901199591471144209e-19
6.074279999999999563e+04,2.762549098339530536e-19
6.075160000000000582e+04,1.787013951372750665e-19
6.076030000000000291e+04,1.055660413766242431e-19
6.076909999999999854e+04,5.682679124819269665e-20
6.077790000000000146e+04,2.434728711317249069e-20
6.078669999999999709e+04,8.113412727491544870e-21
6.079550000000000000e+04,8.111064104167229068e-21
6.080429999999999563e+04,8.108716500493977115e-21
6.081309999999999854e+04,8.106369915881626900e-21
6.082189999999999418e+04,8.104024349740454160e-21
6.083070000000000437e+04,1.620335960296230885e-20
6.083950000000000000e+04,2.429800881154457419e-20
6.084830000000000291e+04,1.619398751250622144e-20
6.085709999999999854e+04,1.618930451621579480e-20
6.086590000000000146e+04,4.855387065294965311e-20
6.087469999999999709e+04,9.707966769380492614e-20
6.088350000000000000e+04,1.374897755264583852e-19
6.089220000000000437e+04,1.536211364502800828e-19
6.090099999999999272e+04,1.293277845310265054e-19
6.090980000000000291e+04,8.080651107914888508e-20
6.091859999999999854e+04,4.039158347329755495e-20
6.092740000000000146e+04,2.422794987851514937e-20
6.093619999999999709e+04,4.036825450933646660e-20
6.094500000000000000e+04,5.649923664813709882e-20
6.095379999999999563e+04,5.648292405098322080e-20
6.096259999999999854e+04,4.839995872931035593e-20
6.097139999999999418e+04,2.419299430444113296e-20
6.098019999999999709e+04,8.062004089344298698e-21
6.098900000000000728e+04,8.059677751228467771e-21
6.099780000000000291e+04,0.000000000000000000e+00
6.100660000000000582e+04,8.055028094732890870e-21
6.101530000000000291e+04,8.052731170903666894e-21
6.102409999999999854e+04,2.415122653492827989e-20
6.103290000000000146e+04,4.828852514103907820e-20
6.104169999999999709e+04,8.045767205915745410e-20
6.105050000000000000e+04,1.286951662660003615e-19
6.105929999999999563e+04,1.688637211811759659e-19
6.106810000000000582e+04,2.170479313070298685e-19
6.107690000000000146e+04,2.652043667714668400e-19
6.108570000000000437e+04,2.892305036124667076e-19
6.109450000000000000e+04,3.052109212788889654e-19
6.110330000000000291e+04,3.131525686701060447e-19
6.111209999999999854e+04,3.050351479475695022e-19
6.112090000000000146e+04,2.888974593643094543e-19
6.112969999999999709e+04,2.647464308352687111e-19
6.113839999999999418e+04,2.325897451536685286e-19
6.114720000000000437e+04,1.924326650972639639e-19
6.115600000000000000e+04,1.522986872462982026e-19
6.116480000000000291e+04,1.121877966468370580e-19
6.117359999999999854e+04,8.011108706268627164e-20
6.118240000000000146e+04,4.805282616605699010e-20
6.119119999999999709e+04,2.401950302955938181e-20
6.120000000000000000e+04,1.600839730445554967e-20
6.120879999999999563e+04,8.001897287562127975e-21
6.121759999999999854e+04,0.000000000000000000e+00
6.122639999999999418e+04,0.000000000000000000e+00
6.123520000000000437e+04,0.000000000000000000e+00
6.124399999999999272e+04,7.992701747084541002e-21
6.125280000000000291e+04,7.990405338661971244e-21
6.126159999999999854e+04,7.988109919779804013e-21
6.127030000000000291e+04,7.985841557383548940e-21
6.127909999999999854e+04,7.983548104648551561e-21
6.128790000000000146e+04,2.394376691926879353e-20
6.129669999999999709e+04,3.989482081069727237e-20
6.130550000000000728e+04,3.988336835615644637e-20
6.131430000000000291e+04,3.189753666586143573e-20
6.132310000000000582e+04,1.594419129455128514e-20
6.133190000000000146e+04,7.969808113096538497e-21
6.134070000000000437e+04,1.593504312672567185e-20
6.134950000000000000e+04,3.186094399003899353e-20
6.135830000000000291e+04,5.574065990481014453e-20
6.136709999999999854e+04,7.164601033669414799e-20
6.137590000000000146e+04,7.958385197592247473e-20
6.138469999999999709e+04,7.956103561621725269e-20
6.139350000000000000e+04,7.158440616042506940e-20
6.140220000000000437e+04,6.361255305753408044e-20
6.141100000000000000e+04,4.769574255954061109e-20
6.141980000000000291e+04,3.178805080148642999e-20
6.142859999999999854e+04,2.383420785892533954e-20
6.143740000000000146e+04,1.588492036767969054e-20
6.144619999999999709e+04,7.940185392405446931e-21
6.145500000000000000e+04,7.937911578111945502e-21
6.146379999999999563e+04,0.000000000000000000e+00
6.147259999999999854e+04,0.000000000000000000e+00
6.148139999999999418e+04,7.931095992483213435e-21
6.149020000000000437e+04,0.000000000000000000e+00
6.149900000000000000e+04,0.000000000000000000e+00
6.150780000000000291e+04,7.924289181002310774e-21
6.151659999999999854e+04,7.922022191049738639e-21
6.152529999999999563e+04,1.583956383701479213e-20
6.153409999999999854e+04,2.375255058691783122e-20
6.154289999999999418e+04,3.166101111069621267e-20
6.155169999999999709e+04,3.165195865622458489e-20
6.156049999999999272e+04,3.955363760448522453e-20
6.156930000000000291e+04,3.954233173820976902e-20
6.157809999999999854e+04,3.162482457494599278e-20
6.158690000000000146e+04,2.371184072588002921e-20
6.159570000000000437e+04,2.370506592527668324e-20
6.160450000000000000e+04,1.579886268515990585e-20
6.161330000000000291e+04,7.897175010537043333e-21
6.162209999999999854e+04,7.894919645077755269e-21
6.163090000000000146e+04,0.000000000000000000e+00
6.163969999999999709e+04,0.000000000000000000e+00
6.164840000000000146e+04,7.888184933504070863e-21
6.165720000000000437e+04,7.885933417907286618e-21
6.166600000000000000e+04,0.000000000000000000e+00
6.167480000000000291e+04,0.000000000000000000e+00
6.168359999999999854e+04,0.000000000000000000e+00
6.169240000000000146e+04,0.000000000000000000e+00
6.170119999999999709e+04,0.000000000000000000e+00
6.171000000000000000e+04,7.872444545596610999e-21
6.171879999999999563e+04,7.870199765298468064e-21
6.172760000000000582e+04,7.867955944991891697e-21
6.173640000000000146e+04,0.000000000000000000e+00
6.174520000000000437e+04,0.000000000000000000e+00
6.175400000000000000e+04,0.000000000000000000e+00
6.176280000000000291e+04,7.858990252740808251e-21
6.177159999999999854e+04,7.856751224190136963e-21
6.178029999999999563e+04,1.570907715923084210e-20
6.178909999999999854e+04,2.355690435925293001e-20
6.179789999999999418e+04,3.140026112873332662e-20
6.180670000000000437e+04,3.923915033184134530e-20
6.181550000000000000e+04,3.922797902547653806e-20
6.182430000000000291e+04,3.921681248910506537e-20
6.183309999999999854e+04,3.920565072001166094e-20
6.184190000000000146e+04,3.919449371548303250e-20
6.185069999999999709e+04,3.918334147280778970e-20
6.185950000000000000e+04,3.917219398927648613e-20
6.186829999999999563e+04,3.132884100974526903e-20
6.187709999999999854e+04,2.348994797329050159e-20
6.188589999999999418e+04,2.348326803988834298e-20
6.189469999999999709e+04,1.565106063698759977e-20
6.190340000000000146e+04,1.564666169737601628e-20
6.191220000000000437e+04,7.821107040819982835e-21
6.192100000000000000e+04,7.818884181004409028e-21
6.192980000000000291e+04,0.000000000000000000e+00
6.193859999999999854e+04,0.000000000000000000e+00
6.194740000000000146e+04,0.000000000000000000e+00
6.195619999999999709e+04,7.810002211495949795e-21
6.196500000000000000e+04,0.000000000000000000e+00
6.197379999999999563e+04,0.000000000000000000e+00
6.198260000000000582e+04,0.000000000000000000e+00
6.199140000000000146e+04,7.801135367789864389e-21
6.200020000000000437e+04,7.798921016245274839e-21
6.200900000000000000e+04,7.796707607382112384e-21
6.201780000000000291e+04,7.794495140665370235e-21
6.202659999999999854e+04,0.000000000000000000e+00
6.203529999999999563e+04,0.000000000000000000e+00
6.204409999999999854e+04,0.000000000000000000e+00
6.205289999999999418e+04,0.000000000000000000e+00
6.206170000000000437e+04,0.000000000000000000e+00
6.207050000000000000e+04,7.781265167812118988e-21
6.207930000000000291e+04,7.779059270511127703e-21
6.208809999999999854e+04,7.776854311096167975e-21
6.209690000000000146e+04,7.774650289035628972e-21
6.210569999999999709e+04,1.554489440759656408e-20
6.211450000000000000e+04,7.770245054853267155e-21
6.212329999999999563e+04,0.000000000000000000e+00
6.213209999999999854e+04,0.000000000000000000e+00
6.214089999999999418e+04,0.000000000000000000e+00
6.214970000000000437e+04,0.000000000000000000e+00
6.215850000000000000e+04,0.000000000000000000e+00
6.216719999999999709e+04,0.000000000000000000e+00
6.217600000000000000e+04,0.000000000000000000e+00
6.218479999999999563e+04,0.000000000000000000e+00
6.219359999999999854e+04,7.750492683800558436e-21
6.220240000000000146e+04,7.748299858087736448e-21
6.221119999999999709e+04,7.746107962858563558e-21
6.222000000000000728e+04,1.548783399517333011e-20
6.222880000000000291e+04,1.548345392349210584e-20
6.223760000000000582e+04,1.547907570962218244e-20
6.224640000000000146e+04,1.547469935251307346e-20
6.225520000000000437e+04,2.320548727667249041e-20
6.226400000000000000e+04,2.319892830656840096e-20
6.227280000000000291e+04,2.319237211688489829e-20
6.228159999999999854e+04,2.318581870605068235e-20
6.229029999999999563e+04,2.317934249591839070e-20
6.229910000000000582e+04,2.317279460653988535e-20
6.230790000000000146e+04,2.316624949132120789e-20
6.231670000000000437e+04,2.315970714869543674e-20
6.232550000000000000e+04,2.315316757709680893e-20
6.233430000000000291e+04,1.543108718330708249e-20
6.234309999999999854e+04,1.542673116048222099e-20
6.235190000000000146e+04,1.542237698188162183e-20
6.236069999999999709e+04,1.541802464646438305e-20
6.236950000000000000e+04,7.706837076595157965e-21
6.237829999999999563e+04,7.704662750509990509e-21
6.238709999999999854e+04,7.702489344457332057e-21
6.239589999999999418e+04,0.000000000000000000e+00
6.240470000000000437e+04,0.000000000000000000e+00
6.241340000000000146e+04,0.000000000000000000e+00
6.242219999999999709e+04,7.693829561078313773e-21
6.243100000000000000e+04,7.691660736988096161e-21
6.243979999999999563e+04,0.000000000000000000e+00
6.244859999999999854e+04,0.000000000000000000e+00
6.245739999999999418e+04,0.000000000000000000e+00
6.246619999999999709e+04,0.000000000000000000e+00
6.247499999999999272e+04,0.000000000000000000e+00
6.248380000000000291e+04,0.000000000000000000e+00
6.249259999999999854e+04,0.000000000000000000e+00
6.250140000000000146e+04,0.000000000000000000e+00
6.251019999999999709e+04,7.672182520082695189e-21
6.251900000000000000e+04,7.670022842079183959e-21
6.252779999999999563e+04,7.667864075853909303e-21
6.253659999999999854e+04,7.665706220893692139e-21
6.254529999999999563e+04,7.663573782301337473e-21
6.255410000000000582e+04,0.000000000000000000e+00
6.256290000000000146e+04,0.000000000000000000e+00
6.257170000000000437e+04,0.000000000000000000e+00
6.258050000000000000e+04,0.000000000000000000e+00
6.258930000000000291e+04,7.652802652976108681e-21
6.259809999999999854e+04,0.000000000000000000e+00
6.260690000000000146e+04,0.000000000000000000e+00
6.261569999999999709e+04,0.000000000000000000e+00
6.262450000000000000e+04,7.644202090986383749e-21
6.263329999999999563e+04,7.642054215886607432e-21
6.264210000000000582e+04,7.639907245927610436e-21
6.265090000000000146e+04,7.637761180600894594e-21
6.265970000000000437e+04,7.635616019398295766e-21
6.266840000000000146e+04,1.526699224660309645e-20
6.267719999999999709e+04,1.526270551712880240e-20
6.268600000000000000e+04,1.525842059286961939e-20
6.269479999999999563e+04,1.525413747281208095e-20
6.270359999999999854e+04,1.524985615594342477e-20
6.271239999999999418e+04,1.524557664125161380e-20
6.272120000000000437e+04,1.524129892772530912e-20
6.273000000000000000e+04,1.523702301435388500e-20
6.273880000000000291e+04,1.523274890012742291e-20
6.274759999999999854e+04,1.522847658403672051e-20
6.275640000000000146e+04,1.522420606507326458e-20
6.276519999999999709e+04,1.521993734222927015e-20
6.277400000000000000e+04,1.521567041449764137e-20
6.278279999999999563e+04,1.521140528087200161e-20
6.279159999999999854e+04,7.603570970173334677e-21
6.280030000000000291e+04,7.601464404270232009e-21
6.280910000000000582e+04,7.599334515426932244e-21
6.281790000000000146e+04,7.597205521633083568e-21
6.282670000000000437e+04,7.595077422387249055e-21
6.283550000000000000e+04,7.592950217188346874e-21
6.284430000000000291e+04,0.000000000000000000e+00
6.285309999999999854e+04,0.000000000000000000e+00
6.286190000000000146e+04,0.000000000000000000e+00
6.287069999999999709e+04,0.000000000000000000e+00
6.287950000000000728e+04,0.000000000000000000e+00
6.288829999999999563e+04,0.000000000000000000e+00
6.289710000000000582e+04,1.515616954418518544e-20
6.290590000000000146e+04,1.515192940254427165e-20
6.291470000000000437e+04,7.573845520004598182e-21
6.292350000000000000e+04,0.000000000000000000e+00
6.293219999999999709e+04,0.000000000000000000e+00
6.294100000000000000e+04,0.000000000000000000e+00
6.294979999999999563e+04,7.565401716760875253e-21
6.295860000000000582e+04,7.563286965723522855e-21
6.296739999999999418e+04,1.512234620252881330e-20
6.297620000000000437e+04,1.511812024577601185e-20
6.298500000000000000e+04,7.556948030099164094e-21
6.299380000000000291e+04,0.000000000000000000e+00
6.300259999999999854e+04,0.000000000000000000e+00
6.301140000000000146e+04,7.550617060311507221e-21
6.302019999999999709e+04,7.548508504928155578e-21
6.302900000000000000e+04,0.000000000000000000e+00
6.303779999999999563e+04,0.000000000000000000e+00
6.304659999999999854e+04,0.000000000000000000e+00
6.305530000000000291e+04,0.000000000000000000e+00
6.306409999999999854e+04,0.000000000000000000e+00
6.307290000000000146e+04,7.535899596620062753e-21
6.308169999999999709e+04,7.533797202713080830e-21
6.309050000000000000e+04,7.531695688484152415e-21
6.309929999999999563e+04,7.529595053442583660e-21
6.310809999999999854e+04,7.527495297098016250e-21
6.311689999999999418e+04,7.525396418960446963e-21
6.312569999999999709e+04,1.504659683708039817e-20
6.313449999999999272e+04,1.504240259069589897e-20
6.314330000000000291e+04,1.503821009778941211e-20
6.315210000000000582e+04,1.503401935738364852e-20
6.316090000000000146e+04,1.502983036850200223e-20
6.316970000000000437e+04,1.502564313016853832e-20
6.317840000000000146e+04,1.502150519395611596e-20
6.318719999999999709e+04,1.501732143392896720e-20
6.319600000000000000e+04,1.501313942153733571e-20
6.320479999999999563e+04,1.500895915580800698e-20
6.321360000000000582e+04,1.500478063576841948e-20
6.322240000000000146e+04,1.500060386044671586e-20
6.323120000000000437e+04,1.499642882887169178e-20
6.324000000000000000e+04,1.499225554007283503e-20
6.324880000000000291e+04,1.498808399308029844e-20
6.325759999999999854e+04,1.498391418692491495e-20
6.326640000000000146e+04,7.489873060319092775e-21
6.327519999999999709e+04,7.487789896626147162e-21
6.328400000000000000e+04,7.485707601900042200e-21
6.329279999999999563e+04,7.483626175657545512e-21
6.330160000000000582e+04,7.481545617415743708e-21
6.331030000000000291e+04,7.479489554669943532e-21
6.331909999999999854e+04,0.000000000000000000e+00
6.332790000000000146e+04,0.000000000000000000e+00
6.333669999999999709e+04,0.000000000000000000e+00
6.334550000000000000e+04,0.000000000000000000e+00
6.335429999999999563e+04,0.000000000000000000e+00
6.336309999999999854e+04,0.000000000000000000e+00
6.337189999999999418e+04,0.000000000000000000e+00
6.338070000000000437e+04,0.000000000000000000e+00
6.338950000000000000e+04,0.000000000000000000e+00
6.339830000000000291e+04,0.000000000000000000e+00
6.340709999999999854e+04,7.456669967178301405e-21
6.341590000000000146e+04,1.490920127872770786e-20
6.342469999999999709e+04,1.490506434566003736e-20
6.343350000000000000e+04,2.235139370129666905e-20
6.344219999999999709e+04,2.979368521042105765e-20
6.345100000000000728e+04,7.446355407278852448e-21
6.345980000000000291e+04,0.000000000000000000e+00
6.346860000000000582e+04,0.000000000000000000e+00
6.347740000000000146e+04,0.000000000000000000e+00
6.348620000000000437e+04,0.000000000000000000e+00
6.349500000000000000e+04,0.000000000000000000e+00
6.350380000000000291e+04,0.000000000000000000e+00
6.351259999999999854e+04,0.000000000000000000e+00
6.352140000000000146e+04,0.000000000000000000e+00
6.353019999999999709e+04,7.427800964159084779e-21
6.353900000000000000e+04,7.425743641190182688e-21
6.354779999999999563e+04,7.423687172846703475e-21
6.355660000000000582e+04,7.421631558655357380e-21
6.356530000000000291e+04,7.419600142900891940e-21
6.357409999999999854e+04,7.417546225902389476e-21
6.358290000000000146e+04,1.483098632328695381e-20
6.359169999999999709e+04,1.482688189930435000e-20
6.360050000000000000e+04,1.482277917891364103e-20
6.360929999999999563e+04,1.481867816117217445e-20
6.361809999999999854e+04,2.222186826770688566e-20
6.362689999999999418e+04,2.221572184480430184e-20
6.363570000000000437e+04,2.220957797163943250e-20
6.364450000000000000e+04,2.220343664680219599e-20
6.365330000000000291e+04,2.959639715851129820e-20
6.366209999999999854e+04,2.958821551530017241e-20
6.367090000000000146e+04,2.958003726422664099e-20
6.367969999999999709e+04,2.957186240341578708e-20
6.368839999999999418e+04,2.956378376960865382e-20
6.369719999999999709e+04,2.955561564523089069e-20
6.370599999999999272e+04,2.954745090552003366e-20
6.371480000000000291e+04,2.953928954860629967e-20
6.372359999999999854e+04,2.953113157262122973e-20
6.373240000000000146e+04,2.214223273177321402e-20
6.374119999999999709e+04,2.213611931697718162e-20
6.375000000000000000e+04,2.213000843367935018e-20
6.375880000000000291e+04,1.474926672032149491e-20
6.376759999999999854e+04,1.474519617065954850e-20
6.377640000000000146e+04,1.474112730587001156e-20
6.378519999999999709e+04,7.368530062511578229e-21
6.379400000000000728e+04,7.366497313594937737e-21
6.380280000000000291e+04,7.364465405720862964e-21
6.381160000000000582e+04,0.000000000000000000e+00
6.382030000000000291e+04,0.000000000000000000e+00
6.382909999999999854e+04,0.000000000000000000e+00
6.383790000000000146e+04,0.000000000000000000e+00
6.384669999999999709e+04,0.000000000000000000e+00
6.385550000000000000e+04,7.352314622335774346e-21
6.386429999999999563e+04,7.350288579270252146e-21
6.387310000000000582e+04,1.469652674710044072e-20
6.388190000000000146e+04,7.346239004714322466e-21
6.389070000000000437e+04,0.000000000000000000e+00
6.389950000000000000e+04,0.000000000000000000e+00
6.390830000000000291e+04,0.000000000000000000e+00
6.391709999999999854e+04,0.000000000000000000e+00
6.392590000000000146e+04,0.000000000000000000e+00
6.393469999999999709e+04,7.334110340469535762e-21
6.394339999999999418e+04,7.332114750017431547e-21
6.395220000000000437e+04,7.330097050218043651e-21
6.396100000000000000e+04,1.465616036634005372e-20
6.396980000000000291e+04,1.465212829683035372e-20
6.397859999999999854e+04,2.197214683648685355e-20
6.398740000000000146e+04,2.196610372186132637e-20
6.399619999999999709e+04,2.928008413332960325e-20
6.400500000000000000e+04,3.659004161587275593e-20
6.401379999999999563e+04,3.657998221511803122e-20
6.402259999999999854e+04,4.388391235453948187e-20
6.403139999999999418e+04,5.118382619642238455e-20
6.404019999999999709e+04,5.847972622440501537e-20
6.404899999999999272e+04,6.577161492030578506e-20
6.405780000000000291e+04,7.305949476412466538e-20
6.406659999999999854e+04,8.034336823404492244e-20
6.407530000000000291e+04,8.762351130747528616e-20
6.408409999999999854e+04,9.489940212659844329e-20
6.409290000000000146e+04,9.487334440701341237e-20
6.410169999999999709e+04,1.021432433737128588e-19
6.411050000000000000e+04,1.021152043207796291e-19
6.411929999999999563e+04,1.093791180124753618e-19
6.412810000000000582e+04,1.093491008999667503e-19
6.413690000000000146e+04,1.093190961422399430e-19
6.414570000000000437e+04,1.092891037325156906e-19
6.415450000000000000e+04,1.092591236640194623e-19
6.416330000000000291e+04,1.019472122013158043e-19
6.417209999999999854e+04,9.463930712048433620e-20
6.418090000000000146e+04,9.461335644645940724e-20
6.418969999999999709e+04,9.458741644472042846e-20
6.419850000000000000e+04,8.728752656253797521e-20
6.420720000000000437e+04,7.999188399673512184e-20
6.421600000000000000e+04,7.269996520324323394e-20
6.422480000000000291e+04,6.541203964996479915e-20
6.423359999999999854e+04,5.086209176637230910e-20
6.424240000000000146e+04,4.358413578999659875e-20
6.425119999999999709e+04,3.631016485828212432e-20
6.426000000000000000e+04,2.904017651601914125e-20
6.426879999999999563e+04,2.177416830979065384e-20
6.427759999999999854e+04,1.451213778797077224e-20
6.428639999999999418e+04,7.254082500723273965e-21
6.429520000000000437e+04,7.252096923030490351e-21
6.430400000000000000e+04,0.000000000000000000e+00
6.431280000000000291e+04,0.000000000000000000e+00
6.432159999999999854e+04,7.246145078905539986e-21
6.433029999999999563e+04,7.244185280821671219e-21
6.433909999999999854e+04,0.000000000000000000e+00
6.434789999999999418e+04,0.000000000000000000e+00
6.435669999999999709e+04,7.238243171749940493e-21
6.436550000000000728e+04,7.236264093341747179e-21
6.437430000000000291e+04,1.446857165300239441e-20
6.438310000000000582e+04,2.169692511235382692e-20
6.439190000000000146e+04,2.892132690299445540e-20
6.440070000000000437e+04,3.614177945475069808e-20
6.440950000000000000e+04,4.335828519567853499e-20
6.441830000000000291e+04,5.057084655206495544e-20
6.442709999999999854e+04,5.777946594842954090e-20
6.443590000000000146e+04,6.498414580752592746e-20
6.444469999999999709e+04,6.496639969530898247e-20
6.445340000000000146e+04,5.773232212295136922e-20
6.446220000000000437e+04,5.050199056478041300e-20
6.447100000000000000e+04,3.606300351352879843e-20
6.447980000000000291e+04,3.605316065498541500e-20
6.448859999999999854e+04,4.325198619070102680e-20
6.449740000000000146e+04,5.044688183237682239e-20
6.450619999999999709e+04,5.763784999266315984e-20
6.451500000000000000e+04,5.762212718440467524e-20
6.452379999999999563e+04,5.760641080871575668e-20
6.453260000000000582e+04,5.759070086208792553e-20
6.454139999999999418e+04,5.037812267338824132e-20
6.455020000000000437e+04,5.036438771174440744e-20
6.455900000000000000e+04,4.315770717114158779e-20
6.456780000000000291e+04,3.595495331006356847e-20
6.457659999999999854e+04,2.156709279083844043e-20
6.458529999999999563e+04,1.437418851126478063e-20
6.459409999999999854e+04,1.437027223276567932e-20
6.460289999999999418e+04,1.436635755454629431e-20
6.461170000000000437e+04,2.154366671360228313e-20
6.462049999999999272e+04,2.871706599092042075e-20
6.462930000000000291e+04,2.870924622570355128e-20
6.463809999999999854e+04,2.870142965407914110e-20
6.464690000000000146e+04,2.869361627430840045e-20
6.465569999999999709e+04,2.868580608465374932e-20
6.466450000000000000e+04,2.150849931253406492e-20
6.467329999999999563e+04,2.150264645156114658e-20
6.468209999999999854e+04,1.433119731951399936e-20
6.469089999999999418e+04,7.163649298121330914e-21
6.469969999999999709e+04,7.161700731847106048e-21
6.470850000000000728e+04,7.159752960501705545e-21
6.471720000000000437e+04,7.157828103928433365e-21
6.472600000000000000e+04,1.431176382424586040e-20
6.473480000000000291e+04,1.430787302791005342e-20
6.474359999999999854e+04,7.151991908993267952e-21
6.475240000000000146e+04,7.150048096806484847e-21
6.476119999999999709e+04,7.148105076963806246e-21
6.477000000000000000e+04,7.146162849034655901e-21
6.477879999999999563e+04,7.144221412588744953e-21
6.478760000000000582e+04,7.142280767196077944e-21
6.479640000000000146e+04,2.142102273728086749e-20
6.480000000000000728e+04,2.141864268975765544e-20
6.481040000000000146e+04,7.137256408216425021e-21
6.482090000000000146e+04,7.134944341502770512e-21
6.483130000000000291e+04,7.132655401764374936e-21
6.484180000000000291e+04,7.130345570207577958e-21
6.485219999999999709e+04,7.128058842911900506e-21
6.486270000000000437e+04,0.000000000000000000e+00
6.487309999999999854e+04,7.123466725928434796e-21
6.488359999999999854e+04,2.136348406814866870e-20
6.489400000000000000e+04,2.135663713527793441e-20
6.490440000000000146e+04,7.116597831170707025e-21
6.491489999999999418e+04,7.114295794692402868e-21
6.492530000000000291e+04,0.000000000000000000e+00
6.493579999999999563e+04,7.109716969024765612e-21
6.494620000000000437e+04,7.107440157254614100e-21
6.495669999999999709e+04,2.842057024958389572e-20
6.496709999999999854e+04,6.392581152709200941e-20
6.497760000000000582e+04,2.840229027648566154e-20
6.498800000000000000e+04,7.098300148183654184e-21
6.499850000000000000e+04,1.419201396705125442e-20
6.500890000000000146e+04,1.418747350754129945e-20
6.501929999999999563e+04,1.418293522663073088e-20
6.502980000000000291e+04,4.962424430987682814e-20
6.504019999999999709e+04,5.669528644052335488e-20
6.505069999999999709e+04,2.833849262752191382e-20
6.506109999999999854e+04,1.416471677509895431e-20
6.507159999999999854e+04,2.124021882932081873e-20
6.508200000000000728e+04,2.123343106538520573e-20
6.509250000000000000e+04,4.952868978119035270e-20
6.510290000000000146e+04,5.658613361737686057e-20
6.511330000000000291e+04,3.535503687883839248e-20
6.512380000000000291e+04,5.654981938447631112e-20
6.513419999999999709e+04,9.893058379430189361e-20
6.514470000000000437e+04,4.944934758525056657e-20
6.515509999999999854e+04,4.237162519030735192e-20
6.516559999999999854e+04,4.941763374748487062e-20
6.517600000000000000e+04,2.822963660903236855e-20
6.518650000000000000e+04,2.116540731812623299e-20
6.519689999999999418e+04,2.115865538115769488e-20
6.520740000000000146e+04,7.050613932940561646e-21
6.521779999999999563e+04,7.048365450520667133e-21
6.522820000000000437e+04,7.046118043510774918e-21
6.523869999999999709e+04,7.043850117090695368e-21
6.524909999999999854e+04,0.000000000000000000e+00
6.525960000000000582e+04,7.039339121199856304e-21
6.527000000000000000e+04,7.037096029600112076e-21
6.528050000000000000e+04,7.034832457294276548e-21
6.529090000000000146e+04,1.406518303851375819e-20
6.530140000000000146e+04,7.030330119828954022e-21
6.531180000000000291e+04,7.028091332597980346e-21
6.532219999999999709e+04,7.025853614599229064e-21
6.533269999999999709e+04,1.404719092818338728e-20
6.534309999999999854e+04,1.404271978556060907e-20
6.535359999999999854e+04,1.403820781643028505e-20
6.536400000000000728e+04,1.403374096169236788e-20
6.537450000000000000e+04,1.402923331890855645e-20
6.538490000000000146e+04,2.103715611986160000e-20
6.539539999999999418e+04,2.103040113691159231e-20
6.540580000000000291e+04,2.102371369380747463e-20
6.541619999999999709e+04,2.101702943999958110e-20
6.542670000000000437e+04,2.101028414789995337e-20
6.543709999999999854e+04,2.800480839629407698e-20
6.544759999999999854e+04,3.499477910948184206e-20
6.545800000000000000e+04,3.498366001660395210e-20
6.546850000000000000e+04,3.497243938458540306e-20
6.547889999999999418e+04,3.496133093635733756e-20
6.548940000000000146e+04,4.194014525337780467e-20
6.549979999999999563e+04,4.891463251824845332e-20
6.551029999999999563e+04,5.588451849901537650e-20
6.552069999999999709e+04,5.586677897956645309e-20
6.553109999999999854e+04,5.584904790540666563e-20
6.554160000000000582e+04,6.281004926495349908e-20
6.555200000000000000e+04,7.674348107744945859e-20
6.556250000000000000e+04,9.066779294311800148e-20
6.557289999999999418e+04,9.063903501811933378e-20
6.558340000000000873e+04,8.364001334074139623e-20
6.559380000000000291e+04,9.058128401010386513e-20
6.560430000000000291e+04,9.055229117366419997e-20
6.561469999999999709e+04,9.748694111576382840e-20
6.562509999999999127e+04,9.049489882930457351e-20
6.563559999999999127e+04,6.263027131452290088e-20
6.564600000000000000e+04,5.565371415384248838e-20
6.565650000000000000e+04,7.649938303286235255e-20
6.566690000000000873e+04,9.733201387778295579e-20
6.567739999999999418e+04,1.251011506766914468e-19
6.568780000000000291e+04,1.459051307151011569e-19
